,promo_id,promo_name,promo_type,discount_value,start_date,end_date,applicable_category,promo_channel,stackable_flag,min_order_value
719,PROMO-0049-0720,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
720,PROMO-0014-0721,Year-End Sale 2015,percentage,20.0,2015-11-18,2016-01-02,all_category,all_channels,1,150000
721,PROMO-0015-0722,Urban Blowout 2015,fixed,50.0,2015-07-30,2015-09-02,Streetwear,online,0,200000
722,PROMO-0031-0723,Spring Sale 2019,percentage,12.0,2019-03-18,2019-04-17,all_category,online,1,150000
723,PROMO-0001-0724,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
724,PROMO-0003-0725,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
725,PROMO-0016-0726,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
726,PROMO-0023-0727,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
727,PROMO-0011-0728,Spring Sale 2015,percentage,12.0,2015-03-18,2015-04-17,all_category,all_channels,1,100000
728,PROMO-0012-0729,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
729,PROMO-0010-0730,Year-End Sale 2014,percentage,20.0,2014-11-19,2015-01-02,all_category,all_channels,0,100000
730,PROMO-0032-0731,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
731,PROMO-0016-0732,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
732,PROMO-0008-0733,Mid-Year Sale 2014,percentage,18.0,2014-06-23,2014-07-22,all_category,social_media,0,0
733,PROMO-0038-0734,Mid-Year Sale 2020,percentage,18.0,2020-06-23,2020-07-22,all_category,social_media,0,0
734,PROMO-0012-0735,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
735,PROMO-0024-0736,Year-End Sale 2017,percentage,20.0,2017-11-18,2018-01-02,all_category,all_channels,0,0
736,PROMO-0028-0737,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
737,PROMO-0008-0738,Mid-Year Sale 2014,percentage,18.0,2014-06-23,2014-07-22,all_category,social_media,0,0
738,PROMO-0028-0739,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
739,PROMO-0036-0740,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
740,PROMO-0026-0741,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
741,PROMO-0008-0742,Mid-Year Sale 2014,percentage,18.0,2014-06-23,2014-07-22,all_category,social_media,0,0
742,PROMO-0050-0743,Year-End Sale 2022,percentage,20.0,2022-11-18,2022-12-31,all_category,all_channels,0,50000
743,PROMO-0028-0744,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
744,PROMO-0028-0745,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
745,PROMO-0037-0746,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
746,PROMO-0041-0747,Spring Sale 2021,percentage,12.0,2021-03-18,2021-04-17,all_category,online,1,0
747,PROMO-0036-0748,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
748,PROMO-0027-0749,Spring Sale 2018,percentage,12.0,2018-03-18,2018-04-17,all_category,all_channels,0,100000
749,PROMO-0017-0750,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
750,PROMO-0009-0751,Fall Launch 2014,percentage,10.0,2014-08-30,2014-10-01,all_category,all_channels,0,100000
751,PROMO-0033-0752,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
752,PROMO-0020-0753,Year-End Sale 2016,percentage,20.0,2016-11-18,2017-01-02,all_category,all_channels,0,0
753,PROMO-0013-0754,Fall Launch 2015,percentage,10.0,2015-08-30,2015-10-01,all_category,email,1,0
754,PROMO-0028-0755,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
755,PROMO-0048-0756,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
756,PROMO-0029-0757,Fall Launch 2018,percentage,10.0,2018-08-30,2018-10-01,all_category,email,0,0
757,PROMO-0013-0758,Fall Launch 2015,percentage,10.0,2015-08-30,2015-10-01,all_category,email,1,0
758,PROMO-0046-0759,Rural Special 2021,percentage,15.0,2021-01-30,2021-03-01,Outdoor,in_store,0,0
759,PROMO-0035-0760,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
760,PROMO-0006-0761,Rural Special 2013,percentage,15.0,2013-01-31,2013-03-01,Outdoor,in_store,0,0
761,PROMO-0018-0762,Mid-Year Sale 2016,percentage,18.0,2016-06-23,2016-07-22,all_category,online,0,0
762,PROMO-0005-0763,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
763,PROMO-0047-0764,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
764,PROMO-0025-0765,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
765,PROMO-0002-0766,Mid-Year Sale 2013,percentage,18.0,2013-06-23,2013-07-22,all_category,online,0,0
766,PROMO-0010-0767,Year-End Sale 2014,percentage,20.0,2014-11-19,2015-01-02,all_category,all_channels,0,100000
767,PROMO-0030-0768,Year-End Sale 2018,percentage,20.0,2018-11-18,2019-01-02,all_category,all_channels,0,0
768,PROMO-0050-0769,Year-End Sale 2022,percentage,20.0,2022-11-18,2022-12-31,all_category,all_channels,0,50000
769,PROMO-0045-0770,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
770,PROMO-0005-0771,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
771,PROMO-0033-0772,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
772,PROMO-0001-0773,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
773,PROMO-0018-0774,Mid-Year Sale 2016,percentage,18.0,2016-06-23,2016-07-22,all_category,online,0,0
774,PROMO-0032-0775,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
775,PROMO-0047-0776,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
776,PROMO-0049-0777,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
777,PROMO-0011-0778,Spring Sale 2015,percentage,12.0,2015-03-18,2015-04-17,all_category,all_channels,1,100000
778,PROMO-0021-0779,Spring Sale 2017,percentage,12.0,2017-03-18,2017-04-17,all_category,all_channels,0,0
779,PROMO-0026-0780,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
780,PROMO-0025-0781,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
781,PROMO-0022-0782,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
782,PROMO-0027-0783,Spring Sale 2018,percentage,12.0,2018-03-18,2018-04-17,all_category,all_channels,0,100000
783,PROMO-0049-0784,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
784,PROMO-0013-0785,Fall Launch 2015,percentage,10.0,2015-08-30,2015-10-01,all_category,email,1,0
785,PROMO-0033-0786,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
786,PROMO-0034-0787,Year-End Sale 2019,percentage,20.0,2019-11-18,2020-01-02,all_category,all_channels,0,50000
787,PROMO-0041-0788,Spring Sale 2021,percentage,12.0,2021-03-18,2021-04-17,all_category,online,1,0
788,PROMO-0035-0789,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
789,PROMO-0001-0790,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
790,PROMO-0021-0791,Spring Sale 2017,percentage,12.0,2017-03-18,2017-04-17,all_category,all_channels,0,0
791,PROMO-0048-0792,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
792,PROMO-0006-0793,Rural Special 2013,percentage,15.0,2013-01-31,2013-03-01,Outdoor,in_store,0,0
793,PROMO-0028-0794,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
794,PROMO-0017-0795,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
795,PROMO-0005-0796,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
796,PROMO-0031-0797,Spring Sale 2019,percentage,12.0,2019-03-18,2019-04-17,all_category,online,1,150000
797,PROMO-0005-0798,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
798,PROMO-0038-0799,Mid-Year Sale 2020,percentage,18.0,2020-06-23,2020-07-22,all_category,social_media,0,0
799,PROMO-0003-0800,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
800,PROMO-0023-0801,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
801,PROMO-0037-0802,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
802,PROMO-0037-0803,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
803,PROMO-0010-0804,Year-End Sale 2014,percentage,20.0,2014-11-19,2015-01-02,all_category,all_channels,0,100000
804,PROMO-0010-0805,Year-End Sale 2014,percentage,20.0,2014-11-19,2015-01-02,all_category,all_channels,0,100000
805,PROMO-0019-0806,Fall Launch 2016,percentage,10.0,2016-08-30,2016-10-01,all_category,online,0,0
806,PROMO-0017-0807,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
807,PROMO-0021-0808,Spring Sale 2017,percentage,12.0,2017-03-18,2017-04-17,all_category,all_channels,0,0
808,PROMO-0014-0809,Year-End Sale 2015,percentage,20.0,2015-11-18,2016-01-02,all_category,all_channels,1,150000
809,PROMO-0009-0810,Fall Launch 2014,percentage,10.0,2014-08-30,2014-10-01,all_category,all_channels,0,100000
810,PROMO-0046-0811,Rural Special 2021,percentage,15.0,2021-01-30,2021-03-01,Outdoor,in_store,0,0
811,PROMO-0001-0812,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
812,PROMO-0045-0813,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
813,PROMO-0013-0814,Fall Launch 2015,percentage,10.0,2015-08-30,2015-10-01,all_category,email,1,0
814,PROMO-0004-0815,Year-End Sale 2013,percentage,20.0,2013-11-18,2014-01-02,all_category,all_channels,0,50000
815,PROMO-0001-0816,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
816,PROMO-0049-0817,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
817,PROMO-0040-0818,Year-End Sale 2020,percentage,20.0,2020-11-18,2021-01-01,all_category,all_channels,0,0
818,PROMO-0032-0819,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
819,PROMO-0034-0820,Year-End Sale 2019,percentage,20.0,2019-11-18,2020-01-02,all_category,all_channels,0,50000
820,PROMO-0028-0821,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
821,PROMO-0031-0822,Spring Sale 2019,percentage,12.0,2019-03-18,2019-04-17,all_category,online,1,150000
822,PROMO-0008-0823,Mid-Year Sale 2014,percentage,18.0,2014-06-23,2014-07-22,all_category,social_media,0,0
823,PROMO-0039-0824,Fall Launch 2020,percentage,10.0,2020-08-30,2020-10-01,all_category,all_channels,0,150000
824,PROMO-0026-0825,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
825,PROMO-0034-0826,Year-End Sale 2019,percentage,20.0,2019-11-18,2020-01-02,all_category,all_channels,0,50000
826,PROMO-0003-0827,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
827,PROMO-0050-0828,Year-End Sale 2022,percentage,20.0,2022-11-18,2022-12-31,all_category,all_channels,0,50000
828,PROMO-0012-0829,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
829,PROMO-0001-0830,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
830,PROMO-0044-0831,Year-End Sale 2021,percentage,20.0,2021-11-18,2022-01-02,all_category,all_channels,1,0
831,PROMO-0005-0832,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
832,PROMO-0030-0833,Year-End Sale 2018,percentage,20.0,2018-11-18,2019-01-02,all_category,all_channels,0,0
833,PROMO-0030-0834,Year-End Sale 2018,percentage,20.0,2018-11-18,2019-01-02,all_category,all_channels,0,0
834,PROMO-0017-0835,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
835,PROMO-0048-0836,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
836,PROMO-0047-0837,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
837,PROMO-0023-0838,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
838,PROMO-0015-0839,Urban Blowout 2015,fixed,50.0,2015-07-30,2015-09-02,Streetwear,online,0,200000
839,PROMO-0037-0840,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
840,PROMO-0021-0841,Spring Sale 2017,percentage,12.0,2017-03-18,2017-04-17,all_category,all_channels,0,0
841,PROMO-0014-0842,Year-End Sale 2015,percentage,20.0,2015-11-18,2016-01-02,all_category,all_channels,1,150000
842,PROMO-0002-0843,Mid-Year Sale 2013,percentage,18.0,2013-06-23,2013-07-22,all_category,online,0,0
843,PROMO-0011-0844,Spring Sale 2015,percentage,12.0,2015-03-18,2015-04-17,all_category,all_channels,1,100000
844,PROMO-0039-0845,Fall Launch 2020,percentage,10.0,2020-08-30,2020-10-01,all_category,all_channels,0,150000
845,PROMO-0038-0846,Mid-Year Sale 2020,percentage,18.0,2020-06-23,2020-07-22,all_category,all_channels,0,0
846,PROMO-0034-0847,Year-End Sale 2019,percentage,20.0,2019-11-18,2020-01-02,all_category,all_channels,0,50000
847,PROMO-0038-0848,Mid-Year Sale 2020,percentage,18.0,2020-06-23,2020-07-22,all_category,social_media,0,0
848,PROMO-0050-0849,Year-End Sale 2022,percentage,20.0,2022-11-18,2022-12-31,all_category,all_channels,0,50000
849,PROMO-0034-0850,Year-End Sale 2019,percentage,20.0,2019-11-18,2020-01-02,all_category,all_channels,0,50000
850,PROMO-0018-0851,Mid-Year Sale 2016,percentage,18.0,2016-06-23,2016-07-22,all_category,online,0,0
851,PROMO-0030-0852,Year-End Sale 2018,percentage,20.0,2018-11-18,2019-01-02,all_category,all_channels,0,0
852,PROMO-0015-0853,Urban Blowout 2015,fixed,50.0,2015-07-30,2015-09-02,Streetwear,online,0,200000
853,PROMO-0027-0854,Spring Sale 2018,percentage,12.0,2018-03-18,2018-04-17,all_category,all_channels,0,100000
854,PROMO-0034-0855,Year-End Sale 2019,percentage,20.0,2019-11-18,2020-01-02,all_category,all_channels,0,50000
855,PROMO-0038-0856,Mid-Year Sale 2020,percentage,18.0,2020-06-23,2020-07-22,all_category,social_media,0,0
856,PROMO-0033-0857,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
857,PROMO-0024-0858,Year-End Sale 2017,percentage,20.0,2017-11-18,2018-01-02,all_category,all_channels,0,0
858,PROMO-0015-0859,Urban Blowout 2015,fixed,50.0,2015-07-30,2015-09-02,Streetwear,online,0,200000
859,PROMO-0030-0860,Year-End Sale 2018,percentage,20.0,2018-11-18,2019-01-02,all_category,all_channels,0,0
860,PROMO-0042-0861,Mid-Year Sale 2021,percentage,18.0,2021-06-23,2021-07-22,all_category,social_media,1,0
861,PROMO-0017-0862,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
862,PROMO-0005-0863,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
863,PROMO-0029-0864,Fall Launch 2018,percentage,10.0,2018-08-30,2018-10-01,all_category,email,0,0
864,PROMO-0004-0865,Year-End Sale 2013,percentage,20.0,2013-11-18,2014-01-02,all_category,all_channels,0,50000
865,PROMO-0010-0866,Year-End Sale 2014,percentage,20.0,2014-11-19,2015-01-02,all_category,all_channels,0,100000
866,PROMO-0017-0867,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
867,PROMO-0010-0868,Year-End Sale 2014,percentage,20.0,2014-11-19,2015-01-02,all_category,all_channels,0,100000
868,PROMO-0017-0869,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
869,PROMO-0020-0870,Year-End Sale 2016,percentage,20.0,2016-11-18,2017-01-02,all_category,all_channels,0,0
870,PROMO-0024-0871,Year-End Sale 2017,percentage,20.0,2017-11-18,2018-01-02,all_category,all_channels,0,0
871,PROMO-0005-0872,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
872,PROMO-0034-0873,Year-End Sale 2019,percentage,20.0,2019-11-18,2020-01-02,all_category,all_channels,0,50000
873,PROMO-0006-0874,Rural Special 2013,percentage,15.0,2013-01-31,2013-03-01,Outdoor,in_store,0,0
874,PROMO-0002-0875,Mid-Year Sale 2013,percentage,18.0,2013-06-23,2013-07-22,all_category,online,0,0
875,PROMO-0013-0876,Fall Launch 2015,percentage,10.0,2015-08-30,2015-10-01,all_category,email,1,0
876,PROMO-0043-0877,Fall Launch 2021,percentage,10.0,2021-08-30,2021-10-02,all_category,email,0,0
877,PROMO-0043-0878,Fall Launch 2021,percentage,10.0,2021-08-30,2021-10-02,all_category,email,0,0
878,PROMO-0048-0879,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
879,PROMO-0011-0880,Spring Sale 2015,percentage,12.0,2015-03-18,2015-04-17,all_category,all_channels,1,100000
880,PROMO-0047-0881,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
881,PROMO-0023-0882,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
882,PROMO-0016-0883,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
883,PROMO-0031-0884,Spring Sale 2019,percentage,12.0,2019-03-18,2019-04-17,all_category,online,1,150000
884,PROMO-0011-0885,Spring Sale 2015,percentage,12.0,2015-03-18,2015-04-17,all_category,all_channels,1,100000
885,PROMO-0016-0886,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
886,PROMO-0008-0887,Mid-Year Sale 2014,percentage,18.0,2014-06-23,2014-07-22,all_category,social_media,0,0
887,PROMO-0004-0888,Year-End Sale 2013,percentage,20.0,2013-11-18,2014-01-02,all_category,all_channels,0,50000
888,PROMO-0040-0889,Year-End Sale 2020,percentage,20.0,2020-11-18,2021-01-01,all_category,all_channels,0,0
889,PROMO-0004-0890,Year-End Sale 2013,percentage,20.0,2013-11-18,2014-01-02,all_category,all_channels,0,50000
890,PROMO-0025-0891,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
891,PROMO-0003-0892,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
892,PROMO-0032-0893,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
893,PROMO-0003-0894,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
894,PROMO-0027-0895,Spring Sale 2018,percentage,12.0,2018-03-18,2018-04-17,all_category,all_channels,0,100000
895,PROMO-0029-0896,Fall Launch 2018,percentage,10.0,2018-08-30,2018-10-01,all_category,email,0,0
896,PROMO-0032-0897,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
897,PROMO-0050-0898,Year-End Sale 2022,percentage,20.0,2022-11-18,2022-12-31,all_category,all_channels,0,50000
898,PROMO-0019-0899,Fall Launch 2016,percentage,10.0,2016-08-30,2016-10-01,all_category,online,0,0
899,PROMO-0021-0900,Spring Sale 2017,percentage,12.0,2017-03-18,2017-04-17,all_category,all_channels,0,0
900,PROMO-0005-0901,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
901,PROMO-0018-0902,Mid-Year Sale 2016,percentage,18.0,2016-06-23,2016-07-22,all_category,online,0,0
902,PROMO-0028-0903,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
903,PROMO-0042-0904,Mid-Year Sale 2021,percentage,18.0,2021-06-23,2021-07-22,all_category,social_media,1,0
904,PROMO-0022-0905,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
905,PROMO-0021-0906,Spring Sale 2017,percentage,12.0,2017-03-18,2017-04-17,all_category,all_channels,0,0
906,PROMO-0006-0907,Rural Special 2013,percentage,15.0,2013-01-31,2013-03-01,Outdoor,in_store,0,0
907,PROMO-0001-0908,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
908,PROMO-0005-0909,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
909,PROMO-0041-0910,Spring Sale 2021,percentage,12.0,2021-03-18,2021-04-17,all_category,online,1,0
910,PROMO-0012-0911,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
911,PROMO-0026-0912,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
912,PROMO-0046-0913,Rural Special 2021,percentage,15.0,2021-01-30,2021-03-01,Outdoor,in_store,0,0
913,PROMO-0034-0914,Year-End Sale 2019,percentage,20.0,2019-11-18,2020-01-02,all_category,all_channels,0,50000
914,PROMO-0049-0915,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
915,PROMO-0014-0916,Year-End Sale 2015,percentage,20.0,2015-11-18,2016-01-02,all_category,all_channels,1,150000
916,PROMO-0026-0917,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
917,PROMO-0045-0918,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
918,PROMO-0027-0919,Spring Sale 2018,percentage,12.0,2018-03-18,2018-04-17,all_category,all_channels,0,100000
919,PROMO-0009-0920,Fall Launch 2014,percentage,10.0,2014-08-30,2014-10-01,all_category,all_channels,0,100000
920,PROMO-0026-0921,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
921,PROMO-0047-0922,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
922,PROMO-0022-0923,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
923,PROMO-0047-0924,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
924,PROMO-0030-0925,Year-End Sale 2018,percentage,20.0,2018-11-18,2019-01-02,all_category,all_channels,0,0
925,PROMO-0043-0926,Fall Launch 2021,percentage,10.0,2021-08-30,2021-10-02,all_category,email,0,0
926,PROMO-0048-0927,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
927,PROMO-0017-0928,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
928,PROMO-0026-0929,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
929,PROMO-0036-0930,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
930,PROMO-0001-0931,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
931,PROMO-0008-0932,Mid-Year Sale 2014,percentage,18.0,2014-06-23,2014-07-22,all_category,social_media,0,0
932,PROMO-0049-0933,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
933,PROMO-0035-0934,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
934,PROMO-0015-0935,Urban Blowout 2015,fixed,50.0,2015-07-30,2015-09-02,Streetwear,online,0,200000
935,PROMO-0047-0936,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
936,PROMO-0022-0937,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
937,PROMO-0014-0938,Year-End Sale 2015,percentage,20.0,2015-11-18,2016-01-02,all_category,all_channels,1,150000
938,PROMO-0026-0939,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
939,PROMO-0028-0940,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
940,PROMO-0023-0941,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
941,PROMO-0014-0942,Year-End Sale 2015,percentage,20.0,2015-11-18,2016-01-02,all_category,all_channels,1,150000
942,PROMO-0024-0943,Year-End Sale 2017,percentage,20.0,2017-11-18,2018-01-02,all_category,all_channels,0,0
943,PROMO-0002-0944,Mid-Year Sale 2013,percentage,18.0,2013-06-23,2013-07-22,all_category,online,0,0
944,PROMO-0045-0945,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
945,PROMO-0026-0946,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
946,PROMO-0014-0947,Year-End Sale 2015,percentage,20.0,2015-11-18,2016-01-02,all_category,all_channels,1,150000
947,PROMO-0007-0948,Spring Sale 2014,percentage,12.0,2014-03-18,2014-04-17,all_category,email,1,0
948,PROMO-0003-0949,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
949,PROMO-0047-0950,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
950,PROMO-0023-0951,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
951,PROMO-0046-0952,Rural Special 2021,percentage,15.0,2021-01-30,2021-03-01,Outdoor,in_store,0,0
952,PROMO-0043-0953,Fall Launch 2021,percentage,10.0,2021-08-30,2021-10-02,all_category,email,0,0
953,PROMO-0047-0954,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
954,PROMO-0045-0955,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
955,PROMO-0018-0956,Mid-Year Sale 2016,percentage,18.0,2016-06-23,2016-07-22,all_category,online,0,0
956,PROMO-0038-0957,Mid-Year Sale 2020,percentage,18.0,2020-06-23,2020-07-22,all_category,social_media,0,0
957,PROMO-0035-0958,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
