return_id,return_date,return_reason,return_quantity,refund_amount,orders_enrichedorder_id,productsproduct_id
RET-044012,2020-04-27,changed_mind,3,5226.87,707028,1114
RET-044014,2020-04-24,defective,3,21156.95,707067,1142
RET-044015,2020-04-15,wrong_size,2,22541.46,707089,819
RET-044016,2020-04-27,defective,2,7826.18,707110,1223
RET-044018,2020-04-15,not_as_described,3,13078.46,707150,1212
RET-044019,2020-04-26,not_as_described,2,7464.25,707152,1115
RET-044020,2020-04-15,not_as_described,1,8669.3,707174,491
RET-044021,2020-04-26,wrong_size,1,6111.55,707178,1183
RET-044022,2020-04-11,wrong_size,2,3436.23,707201,1114
RET-044023,2020-04-18,wrong_size,1,7409.78,707205,676
RET-044024,2020-04-10,defective,1,2768.91,707206,706
RET-044025,2020-04-19,wrong_size,2,17042.5,707225,590
RET-044027,2020-04-17,late_delivery,4,17562.5,707270,2150
RET-044029,2020-04-17,wrong_size,2,5801.41,707305,1053
RET-044030,2020-04-09,not_as_described,3,14846.29,707312,927
RET-044031,2020-04-18,not_as_described,8,83413.39,707327,487
RET-044032,2020-04-10,changed_mind,3,11303.38,707343,2145
RET-044033,2020-04-20,changed_mind,1,8179.69,707385,596
RET-044034,2020-04-23,defective,3,10923.84,707385,993
RET-044035,2020-04-19,wrong_size,6,26897.25,707397,927
RET-044037,2020-04-24,wrong_size,2,10337.0,707441,1180
RET-044039,2020-04-26,wrong_size,7,13598.71,707450,1182
RET-044040,2020-04-22,late_delivery,1,6161.92,707470,615
RET-044041,2020-04-18,defective,2,14440.93,707477,985
RET-044043,2020-04-25,wrong_size,7,29691.73,707491,605
RET-044044,2020-04-14,not_as_described,3,31200.09,707496,438
RET-044045,2020-04-22,defective,1,3320.79,707517,808
RET-044046,2020-04-10,wrong_size,4,34884.43,707555,491
RET-044047,2020-04-21,not_as_described,1,5898.99,707566,559
RET-044048,2020-04-16,late_delivery,2,3241.43,707587,1060
RET-044050,2020-04-18,defective,1,6241.48,707629,907
RET-044051,2020-04-28,changed_mind,2,17279.54,707655,1886
RET-044052,2020-04-26,not_as_described,1,5394.1,707691,1180
RET-044054,2020-04-20,not_as_described,1,3752.06,707723,585
RET-044055,2020-04-25,defective,1,8142.13,707752,578
RET-044056,2020-04-19,not_as_described,3,19763.38,707764,1207
RET-044058,2020-04-23,defective,1,7799.46,707797,959
RET-044059,2020-04-23,changed_mind,2,5235.85,707855,1229
RET-044060,2020-04-25,defective,5,26395.25,707868,1180
RET-044061,2020-04-25,defective,1,9667.79,707875,487
RET-044062,2020-04-13,wrong_size,2,8747.08,707925,1995
RET-044063,2020-04-08,late_delivery,1,9600.45,707932,438
RET-044064,2020-04-24,late_delivery,1,36775.32,707934,347
RET-044066,2020-04-23,not_as_described,2,8273.66,707986,2143
RET-044067,2020-04-11,not_as_described,1,9539.31,707995,438
RET-044068,2020-04-28,wrong_size,7,5919.27,707995,794
RET-044069,2020-04-24,wrong_size,2,1361.16,708005,791
RET-044070,2020-04-19,changed_mind,4,13316.32,708010,1171
RET-044071,2020-04-15,wrong_size,5,17051.84,708030,733
RET-044073,2020-04-12,changed_mind,1,1372.26,708087,1934
RET-044074,2020-04-29,wrong_size,1,1255.49,708087,1935
RET-044075,2020-04-18,wrong_size,2,2894.9,708093,1934
RET-044076,2020-04-25,defective,2,16873.48,708103,636
RET-044077,2020-04-12,wrong_size,7,39620.83,708114,2064
RET-044078,2020-04-16,late_delivery,3,15029.24,708144,927
RET-044079,2020-04-30,not_as_described,3,31807.86,708151,487
RET-044080,2020-04-19,changed_mind,1,2391.15,708159,512
RET-044083,2020-04-15,defective,1,4682.59,708201,604
RET-044084,2020-04-18,not_as_described,2,3601.01,708218,1182
RET-044085,2020-04-15,not_as_described,7,24416.05,708232,734
RET-044088,2020-04-26,not_as_described,2,10104.48,708286,1180
RET-044090,2020-04-23,defective,8,11126.65,708384,1104
RET-044091,2020-04-18,not_as_described,2,14189.63,708397,974
RET-044092,2020-04-27,not_as_described,5,8426.64,708398,761
RET-044093,2020-04-15,late_delivery,3,5678.04,708398,762
RET-044094,2020-04-14,not_as_described,4,30186.58,708408,947
RET-044095,2020-04-22,changed_mind,5,41642.67,708426,676
RET-044096,2020-04-17,late_delivery,1,9357.6,708441,590
RET-044097,2020-04-17,not_as_described,1,4668.28,708446,1932
RET-044098,2020-04-18,wrong_size,4,38485.37,708456,433
RET-044101,2020-04-25,changed_mind,5,41853.15,708501,491
RET-044102,2020-04-20,changed_mind,1,11038.42,708503,487
RET-044105,2020-04-19,changed_mind,5,50395.65,708523,438
RET-044107,2020-04-16,wrong_size,1,6238.3,708572,1786
RET-044108,2020-05-01,defective,2,3124.19,708585,1391
RET-044109,2020-04-23,defective,2,6559.34,708597,1077
RET-044110,2020-04-26,defective,1,3522.32,708597,1078
RET-044111,2020-04-25,not_as_described,2,24327.92,708602,506
RET-044113,2020-04-21,defective,1,6943.28,708642,2391
RET-044114,2020-04-27,late_delivery,1,8952.08,708680,1125
RET-044115,2020-04-27,late_delivery,1,3387.37,708725,733
RET-044116,2020-04-21,not_as_described,1,5755.62,708764,549
RET-044117,2020-04-20,changed_mind,1,4870.16,708788,1299
RET-044118,2020-04-30,changed_mind,5,24423.42,708814,2387
RET-044119,2020-04-22,defective,2,17160.01,708815,567
RET-044120,2020-04-20,not_as_described,6,19436.34,708821,2334
RET-044121,2020-04-17,wrong_size,2,10340.74,708822,977
RET-044123,2020-04-20,late_delivery,6,32068.0,708829,2361
RET-044124,2020-05-03,defective,4,27902.56,708877,674
RET-044125,2020-04-30,not_as_described,1,3720.09,708898,1212
RET-044127,2020-05-06,changed_mind,6,20846.06,708952,2214
RET-044130,2020-04-24,defective,1,10591.01,709006,93
RET-044131,2020-04-18,wrong_size,8,7852.26,709045,1085
RET-044132,2020-04-20,late_delivery,4,19539.66,709063,2150
RET-044133,2020-04-28,defective,1,9361.93,709079,438
RET-044134,2020-04-25,not_as_described,1,1250.16,709088,777
RET-044135,2020-05-06,not_as_described,2,2567.42,709088,778
RET-044137,2020-04-24,wrong_size,2,3808.05,709119,1182
RET-044138,2020-05-01,late_delivery,3,16521.28,709131,2355
RET-044139,2020-05-06,defective,1,4046.43,709141,1541
RET-044140,2020-04-26,wrong_size,2,7413.19,709141,1542
RET-044143,2020-04-21,not_as_described,2,5235.54,709317,1049
RET-044146,2020-04-30,defective,5,22310.66,709402,1172
RET-044147,2020-05-08,defective,2,22492.35,709405,200
RET-044148,2020-04-28,defective,2,17079.79,709416,609
RET-044149,2020-05-04,changed_mind,4,14457.09,709505,735
RET-044150,2020-04-26,wrong_size,4,36679.07,709531,438
RET-044151,2020-04-19,defective,3,13804.47,709561,1782
RET-044152,2020-05-02,defective,6,32168.42,709569,548
RET-044153,2020-04-18,defective,6,5890.97,709619,1692
RET-044154,2020-05-02,changed_mind,8,10835.48,709667,1061
RET-044155,2020-04-27,wrong_size,1,1482.21,709667,1062
RET-044156,2020-04-27,wrong_size,3,26777.35,709668,438
RET-044157,2020-04-25,changed_mind,2,15995.61,709679,978
RET-044160,2020-04-30,wrong_size,6,34727.52,709763,926
RET-044161,2020-04-26,wrong_size,2,6399.69,709786,993
RET-044162,2020-05-04,changed_mind,1,13525.86,709789,506
RET-044163,2020-04-21,defective,2,2081.83,709798,2396
RET-044164,2020-05-04,wrong_size,2,17895.6,709831,636
RET-044165,2020-04-19,wrong_size,1,8977.49,709838,438
RET-044166,2020-05-01,defective,1,3397.87,709848,939
RET-044167,2020-05-06,defective,2,1989.06,709850,2206
RET-044169,2020-04-22,changed_mind,2,3317.8,709948,1120
RET-044170,2020-04-28,wrong_size,1,7861.62,709982,580
RET-044171,2020-05-06,defective,7,9017.02,710017,2239
RET-044172,2020-05-02,not_as_described,1,3885.22,710032,585
RET-044173,2020-05-12,not_as_described,1,12585.73,710043,506
RET-044176,2020-04-29,wrong_size,1,4362.12,710101,2367
RET-044178,2020-04-22,late_delivery,1,7141.0,710149,578
RET-044181,2020-05-04,changed_mind,4,7282.49,710197,1114
RET-044182,2020-05-09,not_as_described,6,36978.11,710210,2054
RET-044183,2020-05-03,wrong_size,4,43818.6,710238,487
RET-044184,2020-05-10,wrong_size,2,18204.68,710254,438
RET-044185,2020-05-03,not_as_described,1,4924.46,710281,2367
RET-044188,2020-04-22,changed_mind,3,1953.37,710320,2225
RET-044189,2020-05-02,defective,1,3905.01,710326,2275
RET-044190,2020-05-01,defective,3,10210.95,710356,734
RET-044191,2020-05-11,wrong_size,2,20105.83,710357,496
RET-044192,2020-05-07,not_as_described,4,4285.71,710361,2206
RET-044193,2020-05-05,wrong_size,3,11298.05,710377,1171
RET-044195,2020-05-11,wrong_size,1,5725.47,710401,2387
RET-044196,2020-05-04,changed_mind,6,87843.5,710404,506
RET-044197,2020-05-18,defective,2,27851.08,710453,819
RET-044199,2020-04-26,defective,4,42753.92,710462,438
RET-044200,2020-04-29,wrong_size,3,14583.62,710483,1212
RET-044201,2020-04-28,wrong_size,3,11099.74,710491,2269
RET-044202,2020-05-09,wrong_size,1,3607.04,710499,1145
RET-044203,2020-04-24,defective,1,9511.62,710509,3
RET-044204,2020-05-07,wrong_size,2,29179.21,710537,202
RET-044205,2020-04-22,wrong_size,3,14936.82,710538,2332
RET-044206,2020-05-08,wrong_size,2,21469.26,710546,438
RET-044208,2020-04-28,not_as_described,1,3958.55,710582,1989
RET-044209,2020-04-29,not_as_described,2,4030.4,710591,862
RET-044210,2020-05-12,not_as_described,1,860.61,710595,1722
RET-044211,2020-05-15,not_as_described,1,1720.74,710598,759
RET-044212,2020-05-08,wrong_size,5,56497.59,710622,438
RET-044213,2020-05-07,wrong_size,1,6256.98,710629,549
RET-044214,2020-05-07,not_as_described,3,24280.32,710631,615
RET-044216,2020-05-02,wrong_size,5,87930.87,710654,659
RET-044217,2020-05-01,changed_mind,2,18789.11,710669,578
RET-044218,2020-05-05,wrong_size,1,15421.81,710717,506
RET-044219,2020-05-07,late_delivery,2,20141.2,710754,115
RET-044220,2020-05-03,wrong_size,2,12478.97,710769,549
RET-044221,2020-05-01,changed_mind,1,10233.42,710781,1134
RET-044222,2020-04-28,defective,7,4794.65,710786,2225
RET-044223,2020-04-27,not_as_described,3,66065.81,710789,405
RET-044224,2020-05-03,defective,7,46507.41,710795,907
RET-044225,2020-04-29,wrong_size,3,44249.58,710844,506
RET-044226,2020-05-17,late_delivery,4,15439.38,710900,2269
RET-044227,2020-05-02,wrong_size,2,3908.79,710911,1852
RET-044229,2020-05-09,defective,1,7021.37,710930,2381
RET-044230,2020-05-03,wrong_size,1,7641.16,710931,945
RET-044231,2020-05-06,not_as_described,1,1569.27,710934,1934
RET-044232,2020-05-06,wrong_size,1,3057.77,710937,1229
RET-044233,2020-05-04,changed_mind,1,1683.26,710957,1103
RET-044234,2020-05-03,not_as_described,2,36145.55,710959,407
RET-044235,2020-04-29,wrong_size,3,34819.42,710985,487
RET-044237,2020-05-14,wrong_size,1,5923.13,711102,1261
RET-044238,2020-05-09,changed_mind,5,30539.87,711122,549
RET-044239,2020-05-12,defective,2,15457.18,711143,674
RET-044240,2020-05-14,wrong_size,1,7245.4,711150,947
RET-044241,2020-05-13,late_delivery,2,3505.45,711151,1022
RET-044242,2020-05-07,wrong_size,1,3917.45,711201,993
RET-044243,2020-05-06,changed_mind,8,79618.9,711202,496
RET-044245,2020-05-09,defective,2,9826.5,711237,1995
RET-044246,2020-05-03,changed_mind,3,5426.61,711242,1022
RET-044247,2020-04-30,changed_mind,3,16352.01,711253,1129
RET-044248,2020-05-15,changed_mind,5,71228.76,711295,506
RET-044249,2020-05-02,wrong_size,2,9824.18,711307,2369
RET-044250,2020-05-05,wrong_size,1,10150.78,711328,636
RET-044251,2020-05-18,wrong_size,1,995.82,711334,1086
RET-044253,2020-05-17,changed_mind,4,14660.29,711345,2284
RET-044254,2020-04-30,changed_mind,3,13169.08,711347,2214
RET-044255,2020-05-12,wrong_size,4,40597.8,711350,115
RET-044256,2020-05-04,not_as_described,6,60239.51,711379,491
RET-044257,2020-05-02,wrong_size,1,1179.61,711403,1000
RET-044258,2020-05-04,defective,4,49571.27,711424,487
RET-044259,2020-05-03,wrong_size,4,14246.14,711435,2284
RET-044260,2020-05-03,not_as_described,2,10966.94,711457,2367
RET-044261,2020-05-18,wrong_size,4,23690.09,711473,1180
RET-044262,2020-05-18,not_as_described,1,10220.71,711493,496
RET-044263,2020-05-09,changed_mind,2,16821.55,711493,674
RET-044264,2020-05-06,defective,1,10474.08,711495,496
RET-044265,2020-05-02,changed_mind,1,4294.75,711502,1212
RET-044266,2020-05-09,not_as_described,4,17404.2,711590,2215
RET-044268,2020-05-17,changed_mind,1,5480.27,711621,930
RET-044269,2020-05-09,wrong_size,1,10346.96,711622,826
RET-044270,2020-05-11,changed_mind,2,11567.99,711638,604
RET-044271,2020-05-08,wrong_size,4,20267.78,711644,1995
RET-044272,2020-05-03,late_delivery,4,30668.83,711663,945
RET-044273,2020-05-07,wrong_size,2,11137.17,711670,2332
RET-044274,2020-05-22,changed_mind,6,60976.49,711690,636
RET-044276,2020-05-07,changed_mind,8,16251.71,711698,1182
RET-044277,2020-05-10,late_delivery,2,8817.96,711705,585
RET-044278,2020-05-18,late_delivery,7,77776.37,711708,438
RET-044279,2020-05-12,not_as_described,2,20502.66,711715,491
RET-044280,2020-05-05,defective,3,2931.23,711726,1000
RET-044281,2020-05-21,wrong_size,4,18615.83,711731,8
RET-044282,2020-05-09,wrong_size,2,10381.28,711745,927
RET-044284,2020-05-01,defective,2,18810.74,711768,26
RET-044285,2020-05-14,defective,3,11681.06,711788,2275
RET-044286,2020-05-11,defective,4,29293.7,711789,945
RET-044287,2020-05-06,changed_mind,3,23315.88,711809,183
RET-044288,2020-05-15,wrong_size,1,4416.17,711820,1115
RET-044289,2020-05-02,wrong_size,3,3971.83,711832,1009
RET-044290,2020-05-09,defective,6,42634.01,711871,907
RET-044291,2020-05-06,late_delivery,2,25563.66,711873,487
RET-044292,2020-05-20,changed_mind,2,30456.77,711885,579
RET-044293,2020-05-09,wrong_size,2,16801.76,711894,955
RET-044294,2020-05-15,late_delivery,6,33382.33,711895,650
RET-044295,2020-05-15,changed_mind,2,17015.59,711911,2368
RET-044297,2020-05-11,wrong_size,1,4525.58,711942,1995
RET-044298,2020-05-07,not_as_described,5,8470.9,711945,760
RET-044299,2020-05-10,defective,1,10616.99,711948,438
RET-044300,2020-05-06,changed_mind,4,4626.66,711953,1000
RET-044301,2020-05-15,wrong_size,3,36830.39,711955,487
RET-044302,2020-05-05,changed_mind,3,30428.76,712002,491
RET-044304,2020-05-17,wrong_size,2,8484.14,712010,2214
RET-044305,2020-05-11,wrong_size,2,9802.63,712018,1541
RET-044306,2020-05-15,defective,1,6156.47,712025,1180
RET-044307,2020-05-19,changed_mind,5,26646.32,712042,1442
RET-044308,2020-05-19,wrong_size,6,25733.06,712086,2275
RET-044310,2020-05-19,wrong_size,2,3936.32,712163,862
RET-044311,2020-05-15,wrong_size,2,5017.27,712171,809
RET-044312,2020-05-19,defective,1,3007.94,712180,1827
RET-044313,2020-05-03,late_delivery,1,8899.58,712190,26
RET-044314,2020-05-19,changed_mind,7,30385.65,712213,1212
RET-044315,2020-05-09,wrong_size,4,12433.88,712216,1191
RET-044316,2020-05-24,late_delivery,3,15544.82,712238,2359
RET-044317,2020-05-14,defective,3,17969.08,712274,604
RET-044319,2020-05-14,wrong_size,1,3153.43,712299,1191
RET-044320,2020-05-12,wrong_size,2,26375.18,712321,506
RET-044321,2020-05-18,not_as_described,3,30938.08,712374,3
RET-044322,2020-05-14,wrong_size,1,4042.15,712402,2275
RET-044323,2020-05-06,changed_mind,7,38429.59,712423,927
RET-044325,2020-05-10,wrong_size,4,16543.67,712487,2350
RET-044326,2020-05-11,late_delivery,3,31519.12,712515,206
RET-044327,2020-05-09,wrong_size,7,65363.65,712544,609
RET-044329,2020-05-26,not_as_described,1,4491.47,712555,963
RET-044330,2020-05-18,wrong_size,1,3836.91,712586,2214
RET-044331,2020-05-19,wrong_size,5,37634.6,712619,945
RET-044332,2020-05-12,changed_mind,1,13567.05,712623,506
RET-044333,2020-05-14,wrong_size,6,25458.95,712657,733
RET-044334,2020-05-10,not_as_described,3,28800.73,712660,115
RET-044335,2020-05-15,defective,2,4489.06,712663,2379
RET-044336,2020-05-09,not_as_described,2,6420.16,712666,2380
RET-044337,2020-05-20,not_as_described,2,8252.28,712668,1077
RET-044338,2020-05-17,changed_mind,3,45950.75,712706,538
RET-044339,2020-05-16,wrong_size,3,21786.05,712716,2331
RET-044340,2020-05-15,wrong_size,2,25955.26,712740,819
RET-044341,2020-05-13,wrong_size,3,11641.91,712756,2061
RET-044343,2020-05-19,late_delivery,4,22443.14,712783,633
RET-044344,2020-05-21,late_delivery,1,857.08,712784,1722
RET-044345,2020-05-23,late_delivery,1,7262.85,712791,2384
RET-044346,2020-05-18,defective,3,32651.67,712809,491
RET-044348,2020-05-12,wrong_size,3,25541.79,712855,556
RET-044350,2020-05-22,defective,2,20820.07,712898,556
RET-044351,2020-05-08,wrong_size,1,9196.45,712901,596
RET-044352,2020-05-18,not_as_described,5,32758.03,712907,905
RET-044353,2020-05-28,not_as_described,2,10813.01,712939,2332
RET-044354,2020-05-12,defective,8,78919.42,712953,1125
RET-044355,2020-05-22,changed_mind,4,7967.29,712991,1391
RET-044356,2020-05-17,wrong_size,3,22899.16,712996,945
RET-044357,2020-05-14,defective,3,10613.47,713001,1830
RET-044358,2020-05-28,wrong_size,3,56830.26,713016,407
RET-044359,2020-05-11,wrong_size,2,5918.01,713040,1920
RET-044360,2020-05-19,wrong_size,3,11188.18,713055,2090
RET-044362,2020-05-11,wrong_size,1,5187.32,713093,2353
RET-044363,2020-05-22,wrong_size,4,41862.64,713136,554
RET-044364,2020-05-19,not_as_described,6,66857.09,713146,108
RET-044366,2020-05-28,changed_mind,4,21857.78,713189,927
RET-044367,2020-05-19,changed_mind,2,17573.79,713198,567
RET-044368,2020-05-22,not_as_described,1,11476.83,713199,438
RET-044369,2020-05-13,wrong_size,2,39758.56,713219,405
RET-044370,2020-05-26,changed_mind,1,5759.39,713230,930
RET-044371,2020-05-05,defective,3,13909.51,713236,2180
RET-044375,2020-05-19,wrong_size,2,40589.11,713286,406
RET-044376,2020-05-25,wrong_size,5,31944.33,713291,995
RET-044377,2020-05-21,wrong_size,3,15357.23,713297,1261
RET-044378,2020-05-24,not_as_described,1,7589.35,713329,322
RET-044379,2020-05-07,late_delivery,5,49532.26,713346,115
RET-044380,2020-05-18,wrong_size,5,63353.68,713395,826
RET-044381,2020-05-20,wrong_size,2,10415.24,713433,604
RET-044382,2020-05-30,wrong_size,1,4386.49,713457,2350
RET-044383,2020-05-27,not_as_described,2,6825.13,713458,2388
RET-044384,2020-05-11,wrong_size,4,17061.08,713488,1115
RET-044385,2020-05-22,defective,5,5213.6,713502,2396
RET-044387,2020-05-24,late_delivery,1,1177.62,713544,1009
RET-044388,2020-05-14,wrong_size,1,10766.9,713567,115
RET-044390,2020-05-20,wrong_size,3,16579.99,713632,1271
RET-044391,2020-05-30,changed_mind,3,19272.8,713641,549
RET-044392,2020-05-13,late_delivery,1,6283.12,713653,1180
RET-044393,2020-05-20,changed_mind,6,24878.79,713676,1171
RET-044394,2020-05-25,changed_mind,2,21737.91,713680,636
RET-044395,2020-05-27,not_as_described,3,4120.78,713695,1009
RET-044396,2020-05-12,not_as_described,3,30636.27,713703,457
RET-044397,2020-05-19,late_delivery,4,8085.83,713738,1182
RET-044400,2020-05-10,wrong_size,1,10071.61,713928,438
RET-044401,2020-05-18,changed_mind,2,3711.48,713948,981
RET-044402,2020-05-16,wrong_size,3,30519.38,713963,491
RET-044403,2020-05-20,not_as_described,4,24960.87,713972,2355
RET-044404,2020-05-21,not_as_described,1,4406.21,714064,963
RET-044405,2020-05-22,late_delivery,5,29716.47,714066,604
RET-044406,2020-05-19,not_as_described,6,39105.89,714081,528
RET-044407,2020-05-24,wrong_size,5,5137.69,714083,1085
RET-044408,2020-05-25,wrong_size,1,1889.28,714094,1060
RET-044411,2020-05-15,wrong_size,8,70479.08,714159,997
RET-044412,2020-05-13,changed_mind,2,7682.91,714160,2262
RET-044413,2020-05-23,late_delivery,3,10374.08,714171,1523
RET-044414,2020-05-30,not_as_described,6,20739.02,714171,1524
RET-044415,2020-05-17,defective,1,5630.92,714179,1180
RET-044417,2020-05-30,wrong_size,4,15743.64,714204,2077
RET-044418,2020-05-31,late_delivery,2,17221.14,714214,26
RET-044419,2020-05-30,wrong_size,1,1066.3,714234,2396
RET-044420,2020-05-31,late_delivery,4,28883.69,714255,559
RET-044421,2020-05-31,wrong_size,2,9717.32,714263,1212
RET-044422,2020-05-29,wrong_size,4,16973.51,714300,690
RET-044424,2020-05-27,changed_mind,3,17099.26,714355,2064
RET-044425,2020-06-05,wrong_size,2,24039.3,714367,487
RET-044426,2020-05-16,defective,2,9015.14,714376,1989
RET-044427,2020-05-17,defective,6,64737.41,714393,577
RET-044430,2020-05-28,late_delivery,4,24678.48,714410,2361
RET-044431,2020-06-03,wrong_size,3,13844.15,714411,1325
RET-044432,2020-05-17,changed_mind,3,44579.38,714419,202
RET-044433,2020-06-01,defective,6,29693.46,714437,2186
RET-044435,2020-05-18,not_as_described,2,8712.01,714488,2275
RET-044436,2020-06-01,changed_mind,1,4479.07,714491,1212
RET-044437,2020-06-05,defective,7,28461.99,714503,1077
RET-044438,2020-05-28,not_as_described,1,4178.21,714503,1078
RET-044439,2020-05-17,not_as_described,1,6126.89,714549,548
RET-044441,2020-05-21,late_delivery,1,3740.47,714566,733
RET-044442,2020-06-01,not_as_described,1,4270.04,714566,734
RET-044443,2020-05-16,defective,5,60832.61,714574,359
RET-044444,2020-05-20,changed_mind,5,27236.92,714611,2045
RET-044445,2020-05-19,changed_mind,5,22157.6,714615,1212
RET-044446,2020-06-05,wrong_size,2,5914.87,714663,2058
RET-044447,2020-05-17,changed_mind,5,35712.15,714703,1214
RET-044448,2020-05-28,wrong_size,2,7814.84,714704,1171
RET-044450,2020-05-21,defective,1,3920.44,714708,993
RET-044451,2020-05-30,not_as_described,4,37724.47,714714,2185
RET-044452,2020-05-21,changed_mind,3,30956.87,714736,438
RET-044453,2020-05-26,not_as_described,2,6193.52,714745,1810
RET-044454,2020-05-31,late_delivery,1,4220.89,714746,1090
RET-044455,2020-06-01,defective,1,3995.91,714751,1089
RET-044456,2020-05-25,wrong_size,4,47556.59,714775,487
RET-044458,2020-05-22,changed_mind,1,1065.29,714784,2396
RET-044459,2020-05-22,wrong_size,1,11908.88,714786,487
RET-044460,2020-05-24,not_as_described,1,12757.87,714806,487
RET-044462,2020-06-02,late_delivery,2,19388.41,714827,491
RET-044464,2020-05-30,changed_mind,1,5186.87,714858,8
RET-044465,2020-05-24,wrong_size,1,1681.58,714871,2395
RET-044466,2020-05-18,wrong_size,5,5824.97,714872,1000
RET-044467,2020-06-06,wrong_size,3,25966.16,714896,2385
RET-044468,2020-06-02,late_delivery,1,4477.7,714917,2066
RET-044470,2020-05-19,wrong_size,1,9117.49,714924,556
RET-044471,2020-06-04,wrong_size,4,23236.65,714929,927
RET-044472,2020-05-28,late_delivery,1,2141.48,714951,1120
RET-044473,2020-05-29,not_as_described,4,21474.8,714994,604
RET-044474,2020-05-30,wrong_size,1,5799.59,715010,604
RET-044475,2020-06-02,wrong_size,2,14231.13,715013,2084
RET-044476,2020-06-09,not_as_described,3,24442.44,715015,1140
RET-044477,2020-05-28,changed_mind,2,8142.31,715021,1349
RET-044478,2020-05-24,not_as_described,1,2054.04,715048,1182
RET-044479,2020-06-05,not_as_described,3,31082.79,715065,636
RET-044480,2020-06-01,not_as_described,5,20052.4,715083,993
RET-044481,2020-05-22,not_as_described,2,4761.66,715084,1909
RET-044482,2020-06-05,wrong_size,1,1983.08,715093,1182
RET-044483,2020-06-02,changed_mind,5,56438.04,715116,487
RET-044486,2020-06-04,wrong_size,7,79921.21,715120,826
RET-044487,2020-05-25,wrong_size,1,4367.35,715123,939
RET-044489,2020-05-28,defective,3,30069.33,715176,443
RET-044490,2020-05-31,wrong_size,3,32197.06,715178,438
RET-044491,2020-05-26,wrong_size,6,40804.36,715184,2054
RET-044492,2020-06-01,wrong_size,1,10752.18,715200,438
RET-044493,2020-05-27,not_as_described,4,24489.56,715208,548
RET-044494,2020-06-02,defective,4,2993.15,715211,2225
RET-044495,2020-06-04,wrong_size,1,5191.26,715230,927
RET-044496,2020-05-24,late_delivery,2,22913.79,715256,1905
RET-044497,2020-05-24,wrong_size,2,16315.65,715257,985
RET-044499,2020-06-09,defective,1,4167.14,715284,1115
RET-044501,2020-05-23,defective,8,108384.22,715294,200
RET-044503,2020-05-26,late_delivery,1,10151.9,715312,959
RET-044505,2020-05-23,changed_mind,1,4602.61,715387,736
RET-044506,2020-05-26,defective,2,21626.64,715390,433
RET-044507,2020-06-04,defective,3,31257.38,715399,457
RET-044508,2020-05-21,defective,3,27635.74,715447,609
RET-044509,2020-05-30,changed_mind,2,3577.43,715478,1061
RET-044510,2020-06-02,wrong_size,2,1733.73,715492,794
RET-044511,2020-06-06,changed_mind,7,8531.51,715521,1009
RET-044512,2020-06-02,changed_mind,1,3161.28,715535,1830
RET-044513,2020-06-01,defective,4,29803.39,715546,1889
RET-044516,2020-06-02,late_delivery,1,4409.71,715557,1349
RET-044517,2020-06-12,not_as_described,3,14487.11,715558,2138
RET-044518,2020-06-04,changed_mind,5,28435.56,715578,2367
RET-044519,2020-05-28,wrong_size,8,74444.88,715636,578
RET-044520,2020-06-07,wrong_size,2,2353.65,715638,1009
RET-044521,2020-06-05,wrong_size,4,17067.97,715649,2214
RET-044522,2020-06-12,not_as_described,4,17204.86,715649,2215
RET-044523,2020-06-10,not_as_described,1,3809.12,715661,993
RET-044524,2020-06-07,defective,4,43960.63,715697,491
RET-044525,2020-06-05,defective,5,39268.78,715710,978
RET-044526,2020-06-05,wrong_size,4,3671.65,715712,793
RET-044527,2020-05-26,late_delivery,6,7461.53,715729,2206
RET-044528,2020-06-04,changed_mind,2,2321.48,715729,2207
RET-044529,2020-06-06,changed_mind,2,13108.52,715747,549
RET-044530,2020-05-27,late_delivery,2,22804.78,715752,438
RET-044531,2020-05-30,changed_mind,4,40388.36,715758,443
RET-044533,2020-06-09,defective,1,4341.63,715771,1495
RET-044534,2020-06-07,not_as_described,5,22092.76,715771,1496
RET-044535,2020-06-09,late_delivery,2,11292.18,715829,977
RET-044536,2020-06-02,defective,5,46220.38,715833,206
RET-044538,2020-06-14,wrong_size,2,22136.67,715890,106
RET-044539,2020-05-27,late_delivery,2,22552.52,715899,106
RET-044541,2020-05-28,wrong_size,2,2092.46,715930,1000
RET-044542,2020-06-09,wrong_size,4,41602.85,715932,457
RET-044544,2020-06-08,defective,2,7005.08,715986,2269
RET-044547,2020-06-02,defective,1,7351.43,716014,945
RET-044548,2020-06-01,defective,1,10293.13,716016,438
RET-044549,2020-06-11,wrong_size,5,20937.9,716021,1527
RET-044550,2020-05-31,wrong_size,1,5797.9,716048,2134
RET-044551,2020-06-20,defective,1,5274.31,716134,2332
RET-044553,2020-06-02,wrong_size,5,21334.78,716153,1171
RET-044554,2020-06-07,wrong_size,5,20703.88,716169,733
RET-044555,2020-06-05,wrong_size,4,15657.65,716169,734
RET-044556,2020-06-17,wrong_size,3,3500.94,716236,2206
RET-044557,2020-06-16,wrong_size,2,1873.01,716250,793
RET-044558,2020-06-09,not_as_described,3,2902.25,716250,794
RET-044563,2020-06-09,late_delivery,2,1933.93,716339,1086
RET-044564,2020-06-13,wrong_size,2,4002.3,716357,1182
RET-044565,2020-06-05,wrong_size,2,8102.7,716366,2214
RET-044566,2020-06-10,defective,5,18388.71,716367,779
