snapshot_date,product_id,stock_on_hand,units_received,units_sold,stockout_days,days_of_supply,fill_rate,stockout_flag,overstock_flag,reorder_flag,sell_through_rate,productsproduct_id
2016-09-30,2334,163,20,16,1,305.6,0.9667,1,1,0,0.0894,2334
2016-10-31,2334,165,15,13,1,380.8,0.9667,1,1,0,0.073,2334
2016-11-30,2334,166,9,8,2,622.5,0.9333,1,1,0,0.046,2334
2016-12-31,2334,167,14,13,0,385.4,1.0,0,1,0,0.0722,2334
2017-01-31,2334,170,17,14,2,364.3,0.9333,1,1,0,0.0761,2334
2017-02-28,2334,174,23,19,2,274.7,0.9333,1,1,0,0.0984,2334
2017-03-31,2334,177,33,30,1,177.0,0.9667,1,1,0,0.1449,2334
2017-04-30,2334,191,68,54,2,106.1,0.9333,1,1,0,0.2204,2334
2017-05-31,2334,206,83,68,1,90.9,0.9667,1,1,0,0.2482,2334
2017-06-30,2334,217,73,62,2,105.0,0.9333,1,1,0,0.2222,2334
2017-07-31,2334,223,43,37,2,180.8,0.9333,1,1,0,0.1423,2334
2017-08-31,2334,232,46,37,2,188.1,0.9333,1,1,0,0.1375,2334
2017-09-30,2334,235,22,19,0,371.1,1.0,0,1,0,0.0748,2334
2017-10-31,2334,237,20,18,1,395.0,0.9667,1,1,0,0.0706,2334
2017-11-30,2334,241,20,16,1,451.9,0.9667,1,1,0,0.0623,2334
2017-12-31,2334,243,13,11,1,662.7,0.9667,1,1,0,0.0433,2334
2018-01-31,2334,244,8,7,2,1045.7,0.9333,1,1,0,0.0279,2334
2018-02-28,2334,246,11,9,1,820.0,0.9667,1,1,0,0.0353,2334
2018-03-31,2334,250,31,27,0,277.8,1.0,0,1,0,0.0975,2334
2018-04-30,2334,253,39,36,0,210.8,1.0,0,1,0,0.1246,2334
2018-05-31,2334,268,83,68,0,118.2,1.0,0,1,0,0.2024,2334
2018-06-30,2334,287,89,70,1,123.0,0.9667,1,1,0,0.1961,2334
2018-07-31,2334,293,41,35,1,251.1,0.9667,1,1,0,0.1067,2334
2018-08-31,2334,298,48,43,1,207.9,0.9667,1,1,0,0.1261,2334
2018-09-30,2334,300,23,21,2,428.6,0.9333,1,1,0,0.0654,2334
2018-10-31,2334,301,14,13,2,694.6,0.9333,1,1,0,0.0414,2334
2018-11-30,2334,301,4,4,1,2257.5,0.9667,1,1,0,0.0131,2334
2018-12-31,2334,302,8,7,0,1294.3,1.0,0,1,0,0.0227,2334
2019-01-31,2334,302,4,4,2,2265.0,0.9333,1,1,0,0.0131,2334
2019-02-28,2334,303,15,14,1,649.3,0.9667,1,1,0,0.0442,2334
2019-03-31,2334,305,13,11,0,831.8,1.0,0,1,0,0.0348,2334
2019-04-30,2334,306,11,10,1,918.0,0.9667,1,1,0,0.0316,2334
2019-05-31,2334,309,24,21,0,441.4,1.0,0,1,0,0.0636,2334
2019-06-30,2334,311,25,23,1,405.7,0.9667,1,1,0,0.0689,2334
2019-07-31,2334,313,13,11,0,853.6,1.0,0,1,0,0.034,2334
2019-08-31,2334,315,11,9,2,1050.0,0.9333,1,1,0,0.0278,2334
2019-09-30,2334,316,5,4,2,2370.0,0.9333,1,1,0,0.0125,2334
2019-10-31,2334,316,3,3,2,3160.0,0.9333,1,1,0,0.0094,2334
2019-12-31,2334,317,6,5,2,1902.0,0.9333,1,1,0,0.0155,2334
2020-02-29,2334,317,3,3,2,3170.0,0.9333,1,1,0,0.0094,2334
2020-03-31,2334,317,4,4,0,2377.5,1.0,0,1,0,0.0125,2334
2020-04-30,2334,320,16,13,2,738.5,0.9333,1,1,0,0.039,2334
2020-05-31,2334,323,19,16,0,605.6,1.0,0,1,0,0.0472,2334
2020-06-30,2334,323,9,9,2,1076.7,0.9333,1,1,0,0.0271,2334
2020-07-31,2334,324,9,8,1,1215.0,0.9667,1,1,0,0.0241,2334
2020-08-31,2334,324,8,8,2,1215.0,0.9333,1,1,0,0.0241,2334
2020-09-30,2334,325,9,8,0,1218.8,1.0,0,1,0,0.024,2334
2020-10-31,2334,325,3,3,2,3250.0,0.9333,1,1,0,0.0091,2334
2020-11-30,2334,325,3,3,1,3250.0,0.9667,1,1,0,0.0091,2334
2020-12-31,2334,325,2,2,0,4875.0,1.0,0,1,0,0.0061,2334
2021-01-31,2334,326,6,5,2,1956.0,0.9333,1,1,0,0.0151,2334
2021-02-28,2334,326,4,4,2,2445.0,0.9333,1,1,0,0.0121,2334
2021-03-31,2334,326,7,7,0,1397.1,1.0,0,1,0,0.021,2334
2021-04-30,2334,328,18,16,0,615.0,1.0,0,1,0,0.0465,2334
2021-05-31,2334,330,14,12,0,825.0,1.0,0,1,0,0.0351,2334
2021-06-30,2334,331,9,8,2,1241.2,0.9333,1,1,0,0.0236,2334
2021-07-31,2334,332,7,6,1,1660.0,0.9667,1,1,0,0.0178,2334
2021-08-31,2334,332,4,4,2,2490.0,0.9333,1,1,0,0.0119,2334
2021-09-30,2334,332,3,3,2,3320.0,0.9333,1,1,0,0.009,2334
2022-02-28,2334,332,1,1,2,9960.0,0.9333,1,1,0,0.003,2334
2022-05-31,2334,332,1,1,1,9960.0,0.9667,1,1,0,0.003,2334
2022-06-30,2334,332,1,1,2,9960.0,0.9333,1,1,0,0.003,2334
2022-09-30,2334,332,1,1,0,9960.0,1.0,0,1,0,0.003,2334
2022-12-31,2334,332,1,1,0,9960.0,1.0,0,1,0,0.003,2334
2014-07-31,2336,35,13,11,0,95.5,1.0,0,1,0,0.2391,2336
2014-08-31,2336,46,50,39,3,35.4,0.9,1,0,0,0.4588,2336
2014-09-30,2336,50,28,24,2,62.5,0.9333,1,0,0,0.3243,2336
2014-10-31,2336,55,28,23,0,71.7,1.0,0,0,0,0.2949,2336
2014-11-30,2336,57,23,21,1,81.4,0.9667,1,0,0,0.2692,2336
2014-12-31,2336,57,6,6,0,285.0,1.0,0,1,0,0.0952,2336
2015-01-31,2336,57,2,2,0,855.0,1.0,0,1,0,0.0339,2336
2015-02-28,2336,57,3,3,0,570.0,1.0,0,1,0,0.05,2336
2015-03-31,2336,57,3,3,0,570.0,1.0,0,1,0,0.05,2336
2015-04-30,2336,61,18,14,1,130.7,0.9667,1,1,0,0.1867,2336
2015-05-31,2336,70,46,37,1,56.8,0.9667,1,0,0,0.3458,2336
2015-06-30,2336,73,22,19,2,115.3,0.9333,1,1,0,0.2065,2336
2015-07-31,2336,74,12,11,2,201.8,0.9333,1,1,0,0.1294,2336
2015-08-31,2336,76,17,15,2,152.0,0.9333,1,1,0,0.1648,2336
2015-09-30,2336,76,4,4,1,570.0,0.9667,1,1,0,0.05,2336
2015-10-31,2336,76,2,2,0,1140.0,1.0,0,1,0,0.0256,2336
2016-01-31,2336,76,1,1,0,2280.0,1.0,0,1,0,0.013,2336
2016-02-29,2336,76,1,1,2,2280.0,0.9333,1,1,0,0.013,2336
2016-05-31,2336,76,2,2,0,1140.0,1.0,0,1,0,0.0256,2336
2016-06-30,2336,76,2,2,1,1140.0,0.9667,1,1,0,0.0256,2336
2017-02-28,2336,76,1,1,1,2280.0,0.9667,1,1,0,0.013,2336
2017-03-31,2336,76,2,2,1,1140.0,0.9667,1,1,0,0.0256,2336
2017-04-30,2336,76,5,5,0,456.0,1.0,0,1,0,0.0617,2336
2017-05-31,2336,76,1,1,0,2280.0,1.0,0,1,0,0.013,2336
2017-06-30,2336,77,5,4,2,577.5,0.9333,1,1,0,0.0494,2336
2017-07-31,2336,77,2,2,0,1155.0,1.0,0,1,0,0.0253,2336
2017-08-31,2336,77,3,3,2,770.0,0.9333,1,1,0,0.0375,2336
2017-09-30,2336,77,3,3,1,770.0,0.9667,1,1,0,0.0375,2336
2017-10-31,2336,77,3,3,0,770.0,1.0,0,1,0,0.0375,2336
2017-11-30,2336,77,3,3,2,770.0,0.9333,1,1,0,0.0375,2336
2017-12-31,2336,79,10,8,0,296.2,1.0,0,1,0,0.092,2336
2018-01-31,2336,80,7,6,0,400.0,1.0,0,1,0,0.0698,2336
2018-02-28,2336,83,18,15,2,166.0,0.9333,1,1,0,0.1531,2336
2018-03-31,2336,85,18,16,1,159.4,0.9667,1,1,0,0.1584,2336
2018-04-30,2336,88,22,19,0,138.9,1.0,0,1,0,0.1776,2336
2018-05-31,2336,89,18,17,0,157.1,1.0,0,1,0,0.1604,2336
2018-06-30,2336,94,39,34,0,82.9,1.0,0,0,0,0.2656,2336
2018-07-31,2336,100,28,22,2,136.4,0.9333,1,1,0,0.1803,2336
2018-08-31,2336,103,18,15,2,206.0,0.9333,1,1,0,0.1271,2336
2018-09-30,2336,105,14,12,1,262.5,0.9667,1,1,0,0.1026,2336
2018-10-31,2336,105,4,4,1,787.5,0.9667,1,1,0,0.0367,2336
2018-12-31,2336,105,4,4,0,787.5,1.0,0,1,0,0.0367,2336
2019-01-31,2336,105,3,3,2,1050.0,0.9333,1,1,0,0.0278,2336
2019-02-28,2336,106,9,8,1,397.5,0.9667,1,1,0,0.0702,2336
2019-03-31,2336,108,13,11,0,294.5,1.0,0,1,0,0.0924,2336
2019-04-30,2336,110,10,8,1,412.5,0.9667,1,1,0,0.0678,2336
2019-05-31,2336,110,9,9,1,366.7,0.9667,1,1,0,0.0756,2336
2019-06-30,2336,112,19,17,1,197.6,0.9667,1,1,0,0.1318,2336
2019-07-31,2336,112,5,5,1,672.0,0.9667,1,1,0,0.0427,2336
2019-08-31,2336,114,12,10,0,342.0,1.0,0,1,0,0.0806,2336
2019-09-30,2336,115,8,7,1,492.9,0.9667,1,1,0,0.0574,2336
2019-10-31,2336,115,4,4,2,862.5,0.9333,1,1,0,0.0336,2336
2019-11-30,2336,115,2,2,0,1725.0,1.0,0,1,0,0.0171,2336
2019-12-31,2336,115,2,2,1,1725.0,0.9667,1,1,0,0.0171,2336
2020-01-31,2336,115,1,1,2,3450.0,0.9333,1,1,0,0.0086,2336
2020-02-29,2336,115,3,3,0,1150.0,1.0,0,1,0,0.0254,2336
2020-03-31,2336,115,4,4,0,862.5,1.0,0,1,0,0.0336,2336
2020-04-30,2336,116,10,9,1,386.7,0.9667,1,1,0,0.072,2336
2020-05-31,2336,117,7,6,1,585.0,0.9667,1,1,0,0.0488,2336
2020-06-30,2336,118,7,6,1,590.0,0.9667,1,1,0,0.0484,2336
2020-07-31,2336,118,3,3,2,1180.0,0.9333,1,1,0,0.0248,2336
2020-08-31,2336,119,12,11,1,324.5,0.9667,1,1,0,0.0846,2336
2020-09-30,2336,119,3,3,1,1190.0,0.9667,1,1,0,0.0246,2336
2020-10-31,2336,119,4,4,2,892.5,0.9333,1,1,0,0.0325,2336
2020-12-31,2336,119,1,1,0,3570.0,1.0,0,1,0,0.0083,2336
2021-01-31,2336,119,1,1,2,3570.0,0.9333,1,1,0,0.0083,2336
2021-02-28,2336,119,4,4,0,892.5,1.0,0,1,0,0.0325,2336
2021-03-31,2336,119,5,5,2,714.0,0.9333,1,1,0,0.0403,2336
2021-04-30,2336,121,13,11,1,330.0,0.9667,1,1,0,0.0833,2336
2021-05-31,2336,122,7,6,1,610.0,0.9667,1,1,0,0.0469,2336
2021-06-30,2336,123,7,6,1,615.0,0.9667,1,1,0,0.0465,2336
2021-07-31,2336,124,5,4,2,930.0,0.9333,1,1,0,0.0312,2336
2021-08-31,2336,125,8,7,0,535.7,1.0,0,1,0,0.053,2336
2021-09-30,2336,125,1,1,2,3750.0,0.9333,1,1,0,0.0079,2336
2021-10-31,2336,125,1,1,0,3750.0,1.0,0,1,0,0.0079,2336
2021-11-30,2336,125,2,2,1,1875.0,0.9667,1,1,0,0.0157,2336
2021-12-31,2336,125,4,4,1,937.5,0.9667,1,1,0,0.031,2336
2022-01-31,2336,125,2,2,0,1875.0,1.0,0,1,0,0.0157,2336
2022-02-28,2336,125,1,1,2,3750.0,0.9333,1,1,0,0.0079,2336
2022-03-31,2336,125,1,1,0,3750.0,1.0,0,1,0,0.0079,2336
2022-04-30,2336,125,5,5,1,750.0,0.9667,1,1,0,0.0385,2336
2022-05-31,2336,125,2,2,2,1875.0,0.9333,1,1,0,0.0157,2336
2022-06-30,2336,125,3,3,1,1250.0,0.9667,1,1,0,0.0234,2336
2022-07-31,2336,125,2,2,0,1875.0,1.0,0,1,0,0.0157,2336
2022-10-31,2336,125,1,1,1,3750.0,0.9667,1,1,0,0.0079,2336
2022-12-31,2336,125,1,1,1,3750.0,0.9667,1,1,0,0.0079,2336
2015-10-31,2340,6,2,2,2,90.0,0.9333,1,0,0,0.25,2340
2021-01-31,2341,3,1,1,2,90.0,0.9333,1,0,0,0.25,2341
2021-02-28,2341,3,1,1,0,90.0,1.0,0,0,0,0.25,2341
2021-03-31,2341,6,14,11,8,16.4,0.7333,1,0,0,0.6471,2341
2021-04-30,2341,8,12,10,4,24.0,0.8667,1,0,0,0.5556,2341
2021-05-31,2341,9,14,13,5,20.8,0.8333,1,0,0,0.5909,2341
2021-06-30,2341,14,31,26,17,16.2,0.4333,1,0,0,0.65,2341
2021-07-31,2341,16,19,17,3,28.2,0.9,1,0,0,0.5152,2341
2021-08-31,2341,19,15,12,2,47.5,0.9333,1,0,0,0.3871,2341
2021-09-30,2341,21,12,10,2,63.0,0.9333,1,0,0,0.3226,2341
2021-10-31,2341,22,5,4,0,165.0,1.0,0,1,0,0.1538,2341
2021-11-30,2341,24,10,8,2,90.0,0.9333,1,0,0,0.25,2341
2021-12-31,2341,26,11,9,1,86.7,0.9667,1,0,0,0.2571,2341
2022-01-31,2341,26,2,2,0,390.0,1.0,0,1,0,0.0714,2341
2022-02-28,2341,26,3,3,1,260.0,0.9667,1,1,0,0.1034,2341
2022-03-31,2341,28,19,17,1,49.4,0.9667,1,0,0,0.3778,2341
2022-04-30,2341,34,31,25,1,40.8,0.9667,1,0,0,0.4237,2341
2022-05-31,2341,39,29,24,1,48.8,0.9667,1,0,0,0.381,2341
2022-06-30,2341,42,17,14,2,90.0,0.9333,1,0,0,0.25,2341
2022-07-31,2341,43,9,8,1,161.2,0.9667,1,1,0,0.1569,2341
2022-08-31,2341,45,11,9,1,150.0,0.9667,1,1,0,0.1667,2341
2022-09-30,2341,46,11,10,1,138.0,0.9667,1,1,0,0.1786,2341
2022-10-31,2341,47,7,6,2,235.0,0.9333,1,1,0,0.1132,2341
2022-11-30,2341,48,10,9,1,160.0,0.9667,1,1,0,0.1579,2341
2022-12-31,2341,49,7,6,1,245.0,0.9667,1,1,0,0.1091,2341
2012-07-31,2343,97,37,30,1,97.0,0.9667,1,1,0,0.2362,2343
2012-08-31,2343,102,32,27,2,113.3,0.9333,1,1,0,0.2093,2343
2012-09-30,2343,107,40,35,2,91.7,0.9333,1,1,0,0.2465,2343
2012-10-31,2343,111,21,17,1,195.9,0.9667,1,1,0,0.1328,2343
2012-11-30,2343,113,11,9,1,376.7,0.9667,1,1,0,0.0738,2343
2012-12-31,2343,114,10,9,0,380.0,1.0,0,1,0,0.0732,2343
2013-01-31,2343,116,15,13,2,267.7,0.9333,1,1,0,0.1008,2343
2013-02-28,2343,120,22,18,2,200.0,0.9333,1,1,0,0.1304,2343
2013-03-31,2343,122,22,20,1,183.0,0.9667,1,1,0,0.1408,2343
2013-04-30,2343,128,39,33,1,116.4,0.9667,1,1,0,0.205,2343
2013-05-31,2343,130,27,25,2,156.0,0.9333,1,1,0,0.1613,2343
2013-06-30,2343,136,30,24,2,170.0,0.9333,1,1,0,0.15,2343
2013-07-31,2343,141,30,25,0,169.2,1.0,0,1,0,0.1506,2343
2013-08-31,2343,147,30,24,0,183.8,1.0,0,1,0,0.1404,2343
2013-09-30,2343,149,15,13,2,343.8,0.9333,1,1,0,0.0802,2343
2013-10-31,2343,153,21,17,1,270.0,0.9667,1,1,0,0.1,2343
2013-11-30,2343,154,6,5,2,924.0,0.9333,1,1,0,0.0314,2343
2013-12-31,2343,156,14,12,2,390.0,0.9333,1,1,0,0.0714,2343
2014-01-31,2343,157,6,5,0,942.0,1.0,0,1,0,0.0309,2343
2014-02-28,2343,158,8,7,1,677.1,0.9667,1,1,0,0.0424,2343
2014-03-31,2343,163,24,19,2,257.4,0.9333,1,1,0,0.1044,2343
2014-04-30,2343,167,25,21,1,238.6,0.9667,1,1,0,0.1117,2343
2014-05-31,2343,172,36,31,2,166.5,0.9333,1,1,0,0.1527,2343
2014-06-30,2343,179,35,28,2,191.8,0.9333,1,1,0,0.1353,2343
2014-07-31,2343,182,27,24,2,227.5,0.9333,1,1,0,0.1165,2343
2014-08-31,2343,186,23,19,0,293.7,1.0,0,1,0,0.0927,2343
2014-09-30,2343,191,23,18,0,318.3,1.0,0,1,0,0.0861,2343
2014-10-31,2343,195,20,16,0,365.6,1.0,0,1,0,0.0758,2343
2014-11-30,2343,195,8,8,1,731.2,0.9667,1,1,0,0.0394,2343
2014-12-31,2343,196,7,6,0,980.0,1.0,0,1,0,0.0297,2343
2015-01-31,2343,196,7,7,2,840.0,0.9333,1,1,0,0.0345,2343
2015-02-28,2343,197,10,9,0,656.7,1.0,0,1,0,0.0437,2343
2015-03-31,2343,200,17,14,1,428.6,0.9667,1,1,0,0.0654,2343
2015-04-30,2343,203,17,14,1,435.0,0.9667,1,1,0,0.0645,2343
2015-05-31,2343,206,22,19,2,325.3,0.9333,1,1,0,0.0844,2343
2015-06-30,2343,209,17,14,0,447.9,1.0,0,1,0,0.0628,2343
2015-07-31,2343,212,22,19,0,334.7,1.0,0,1,0,0.0823,2343
2015-08-31,2343,216,26,22,1,294.5,0.9667,1,1,0,0.0924,2343
2015-09-30,2343,216,8,8,0,810.0,1.0,0,1,0,0.0357,2343
2015-10-31,2343,216,4,4,2,1620.0,0.9333,1,1,0,0.0182,2343
2015-11-30,2343,216,4,4,1,1620.0,0.9667,1,1,0,0.0182,2343
2015-12-31,2343,217,5,4,2,1627.5,0.9333,1,1,0,0.0181,2343
2016-01-31,2343,219,11,9,2,730.0,0.9333,1,1,0,0.0395,2343
2016-02-29,2343,220,9,8,1,825.0,0.9667,1,1,0,0.0351,2343
2016-03-31,2343,222,19,17,0,391.8,1.0,0,1,0,0.0711,2343
2016-04-30,2343,226,25,21,1,322.9,0.9667,1,1,0,0.085,2343
2016-05-31,2343,234,38,30,2,234.0,0.9333,1,1,0,0.1136,2343
2016-06-30,2343,240,31,25,2,288.0,0.9333,1,1,0,0.0943,2343
2016-07-31,2343,247,38,31,1,239.0,0.9667,1,1,0,0.1115,2343
2016-08-31,2343,252,42,37,2,204.3,0.9333,1,1,0,0.128,2343
2016-09-30,2343,256,24,20,2,384.0,0.9333,1,1,0,0.0725,2343
2016-10-31,2343,257,17,16,1,481.9,0.9667,1,1,0,0.0586,2343
2016-11-30,2343,259,16,14,0,555.0,1.0,0,1,0,0.0513,2343
2016-12-31,2343,260,14,13,0,600.0,1.0,0,1,0,0.0476,2343
2017-01-31,2343,261,10,9,1,870.0,0.9667,1,1,0,0.0333,2343
2017-02-28,2343,264,18,15,2,528.0,0.9333,1,1,0,0.0538,2343
2017-03-31,2343,269,26,21,2,384.3,0.9333,1,1,0,0.0724,2343
2017-04-30,2343,275,29,23,0,358.7,1.0,0,1,0,0.0772,2343
2017-05-31,2343,278,26,23,1,362.6,0.9667,1,1,0,0.0764,2343
2017-06-30,2343,286,45,37,2,231.9,0.9333,1,1,0,0.1146,2343
2017-07-31,2343,289,25,22,2,394.1,0.9333,1,1,0,0.0707,2343
2017-08-31,2343,295,32,26,0,340.4,1.0,0,1,0,0.081,2343
2017-09-30,2343,297,12,10,1,891.0,0.9667,1,1,0,0.0326,2343
2017-10-31,2343,298,7,6,1,1490.0,0.9667,1,1,0,0.0197,2343
2017-11-30,2343,299,7,6,2,1495.0,0.9333,1,1,0,0.0197,2343
2017-12-31,2343,300,9,8,1,1125.0,0.9667,1,1,0,0.026,2343
2018-01-31,2343,300,8,8,0,1125.0,1.0,0,1,0,0.026,2343
2018-02-28,2343,301,9,8,0,1128.8,1.0,0,1,0,0.0259,2343
2018-03-31,2343,304,31,28,0,325.7,1.0,0,1,0,0.0843,2343
2018-04-30,2343,306,26,24,2,382.5,0.9333,1,1,0,0.0727,2343
2018-05-31,2343,312,32,26,0,360.0,1.0,0,1,0,0.0769,2343
2018-06-30,2343,319,41,34,1,281.5,0.9667,1,1,0,0.0963,2343
2018-07-31,2343,325,34,28,1,348.2,0.9667,1,1,0,0.0793,2343
2018-08-31,2343,327,21,19,0,516.3,1.0,0,1,0,0.0549,2343
2018-09-30,2343,329,14,12,2,822.5,0.9333,1,1,0,0.0352,2343
2018-10-31,2343,329,4,4,0,2467.5,1.0,0,1,0,0.012,2343
2018-11-30,2343,329,5,5,0,1974.0,1.0,0,1,0,0.015,2343
2018-12-31,2343,330,11,10,0,990.0,1.0,0,1,0,0.0294,2343
2019-01-31,2343,331,9,8,1,1241.2,0.9667,1,1,0,0.0236,2343
2019-02-28,2343,332,9,8,1,1245.0,0.9667,1,1,0,0.0235,2343
2019-03-31,2343,334,15,13,2,770.8,0.9333,1,1,0,0.0375,2343
2019-04-30,2343,337,20,17,1,594.7,0.9667,1,1,0,0.048,2343
2019-05-31,2343,340,22,19,2,536.8,0.9333,1,1,0,0.0529,2343
2019-06-30,2343,344,26,22,2,469.1,0.9333,1,1,0,0.0601,2343
2019-07-31,2343,346,9,7,2,1482.9,0.9333,1,1,0,0.0198,2343
2019-08-31,2343,347,7,6,1,1735.0,0.9667,1,1,0,0.017,2343
2019-09-30,2343,348,10,9,0,1160.0,1.0,0,1,0,0.0252,2343
2019-10-31,2343,348,2,2,0,5220.0,1.0,0,1,0,0.0057,2343
2019-11-30,2343,349,7,6,2,1745.0,0.9333,1,1,0,0.0169,2343
2019-12-31,2343,349,3,3,0,3490.0,1.0,0,1,0,0.0085,2343
2020-01-31,2343,349,4,4,0,2617.5,1.0,0,1,0,0.0113,2343
2020-02-29,2343,350,6,5,0,2100.0,1.0,0,1,0,0.0141,2343
2020-03-31,2343,352,10,8,1,1320.0,0.9667,1,1,0,0.0222,2343
2020-04-30,2343,352,6,6,1,1760.0,0.9667,1,1,0,0.0168,2343
2020-05-31,2343,355,24,21,0,507.1,1.0,0,1,0,0.0559,2343
2020-06-30,2343,356,10,9,1,1186.7,0.9667,1,1,0,0.0247,2343
2020-07-31,2343,356,5,5,0,2136.0,1.0,0,1,0,0.0139,2343
2020-08-31,2343,357,10,9,1,1190.0,0.9667,1,1,0,0.0246,2343
2020-09-30,2343,357,7,7,1,1530.0,0.9667,1,1,0,0.0192,2343
2020-10-31,2343,357,1,1,1,10710.0,0.9667,1,1,0,0.0028,2343
2020-11-30,2343,358,9,8,1,1342.5,0.9667,1,1,0,0.0219,2343
2020-12-31,2343,358,1,1,1,10740.0,0.9667,1,1,0,0.0028,2343
2021-01-31,2343,358,1,1,2,10740.0,0.9333,1,1,0,0.0028,2343
2021-02-28,2343,358,3,3,0,3580.0,1.0,0,1,0,0.0083,2343
2021-03-31,2343,358,4,4,1,2685.0,0.9667,1,1,0,0.011,2343
2021-04-30,2343,360,13,11,0,981.8,1.0,0,1,0,0.0296,2343
2021-05-31,2343,361,8,7,0,1547.1,1.0,0,1,0,0.019,2343
2021-06-30,2343,361,9,9,0,1203.3,1.0,0,1,0,0.0243,2343
2021-07-31,2343,361,7,7,0,1547.1,1.0,0,1,0,0.019,2343
2021-08-31,2343,363,13,11,2,990.0,0.9333,1,1,0,0.0294,2343
2021-09-30,2343,364,6,5,2,2184.0,0.9333,1,1,0,0.0136,2343
2021-10-31,2343,365,6,5,2,2190.0,0.9333,1,1,0,0.0135,2343
2021-11-30,2343,365,2,2,1,5475.0,0.9667,1,1,0,0.0054,2343
2021-12-31,2343,365,6,6,1,1825.0,0.9667,1,1,0,0.0162,2343
2022-01-31,2343,365,3,3,2,3650.0,0.9333,1,1,0,0.0082,2343
2022-02-28,2343,365,5,5,0,2190.0,1.0,0,1,0,0.0135,2343
2022-03-31,2343,365,4,4,0,2737.5,1.0,0,1,0,0.0108,2343
2022-04-30,2343,366,10,9,1,1220.0,0.9667,1,1,0,0.024,2343
2022-05-31,2343,367,6,5,1,2202.0,0.9667,1,1,0,0.0134,2343
2022-06-30,2343,368,9,8,0,1380.0,1.0,0,1,0,0.0213,2343
2022-07-31,2343,368,1,1,1,11040.0,0.9667,1,1,0,0.0027,2343
2022-08-31,2343,369,8,7,1,1581.4,0.9667,1,1,0,0.0186,2343
2022-09-30,2343,369,2,2,2,5535.0,0.9333,1,1,0,0.0054,2343
2022-10-31,2343,369,3,3,2,3690.0,0.9333,1,1,0,0.0081,2343
2022-11-30,2343,369,2,2,1,5535.0,0.9667,1,1,0,0.0054,2343
2022-12-31,2343,369,1,1,1,11070.0,0.9667,1,1,0,0.0027,2343
2015-11-30,2345,84,32,26,0,96.9,1.0,0,1,0,0.2364,2345
2015-12-31,2345,87,22,19,1,137.4,0.9667,1,1,0,0.1792,2345
2016-01-31,2345,89,14,12,2,222.5,0.9333,1,1,0,0.1188,2345
2016-02-29,2345,92,17,14,0,197.1,1.0,0,1,0,0.1321,2345
2016-03-31,2345,97,29,24,0,121.2,1.0,0,1,0,0.1983,2345
2016-04-30,2345,104,46,39,2,80.0,0.9333,1,0,0,0.2727,2345
2016-05-31,2345,108,18,14,1,231.4,0.9667,1,1,0,0.1148,2345
2016-06-30,2345,109,16,15,1,218.0,0.9667,1,1,0,0.121,2345
2016-07-31,2345,110,9,8,2,412.5,0.9333,1,1,0,0.0678,2345
2016-08-31,2345,110,5,5,1,660.0,0.9667,1,1,0,0.0435,2345
2016-09-30,2345,113,21,18,2,188.3,0.9333,1,1,0,0.1374,2345
2016-10-31,2345,117,21,17,1,206.5,0.9667,1,1,0,0.1269,2345
2016-11-30,2345,120,17,14,0,257.1,1.0,0,1,0,0.1045,2345
2016-12-31,2345,121,8,7,2,518.6,0.9333,1,1,0,0.0547,2345
2017-01-31,2345,121,6,6,0,605.0,1.0,0,1,0,0.0472,2345
2017-02-28,2345,122,10,9,2,406.7,0.9333,1,1,0,0.0687,2345
2017-03-31,2345,124,19,17,2,218.8,0.9333,1,1,0,0.1206,2345
2017-04-30,2345,132,46,38,1,104.2,0.9667,1,1,0,0.2235,2345
2017-05-31,2345,140,42,34,2,123.5,0.9333,1,1,0,0.1954,2345
2017-06-30,2345,146,43,37,0,118.4,1.0,0,1,0,0.2022,2345
2017-07-31,2345,152,28,22,2,207.3,0.9333,1,1,0,0.1264,2345
2017-08-31,2345,164,68,56,2,87.9,0.9333,1,0,0,0.2545,2345
2017-09-30,2345,167,30,27,2,185.6,0.9333,1,1,0,0.1392,2345
2017-10-31,2345,171,18,14,1,366.4,0.9667,1,1,0,0.0757,2345
2017-11-30,2345,173,17,15,1,346.0,0.9667,1,1,0,0.0798,2345
2017-12-31,2345,177,20,16,2,331.9,0.9333,1,1,0,0.0829,2345
2018-01-31,2345,178,12,11,2,485.5,0.9333,1,1,0,0.0582,2345
2018-02-28,2345,180,23,21,1,257.1,0.9667,1,1,0,0.1045,2345
2018-03-31,2345,186,32,26,2,214.6,0.9333,1,1,0,0.1226,2345
2018-04-30,2345,201,80,65,0,92.8,1.0,0,1,0,0.2444,2345
2018-05-31,2345,217,88,72,1,90.4,0.9667,1,1,0,0.2491,2345
2018-06-30,2345,226,87,78,2,86.9,0.9333,1,0,0,0.2566,2345
2018-07-31,2345,230,49,45,2,153.3,0.9333,1,1,0,0.1636,2345
2018-08-31,2345,240,51,41,2,175.6,0.9333,1,1,0,0.1459,2345
2018-09-30,2345,243,37,34,1,214.4,0.9667,1,1,0,0.1227,2345
2018-10-31,2345,244,16,15,0,488.0,1.0,0,1,0,0.0579,2345
2018-11-30,2345,245,9,8,2,918.8,0.9333,1,1,0,0.0316,2345
2018-12-31,2345,246,8,7,2,1054.3,0.9333,1,1,0,0.0277,2345
2019-01-31,2345,247,7,6,0,1235.0,1.0,0,1,0,0.0237,2345
