review_id,review_date,rating,review_title,customerscustomer_id,productsproduct_id
REV-0108117,2018-07-19,4,Works well,140621,780
REV-0108118,2018-07-05,5,Highly recommend,138551,1507
REV-0108119,2018-07-10,3,Mixed feelings,138934,2054
REV-0108120,2018-07-02,4,Works well,141456,2365
REV-0108122,2018-07-12,5,Great quality,139465,777
REV-0108123,2018-07-20,5,Highly recommend,139465,778
REV-0108124,2018-06-30,3,Average product,133205,2396
REV-0108125,2018-07-09,5,Highly recommend,133579,559
REV-0108126,2018-06-29,2,Would not reorder,133833,1103
REV-0108128,2018-06-30,3,"Decent, nothing special",146885,590
REV-0108131,2018-07-13,3,Mixed feelings,149040,2336
REV-0108132,2018-06-27,1,Poor quality,149780,2361
REV-0108133,2018-07-21,5,Excellent product!,153551,1009
REV-0108135,2018-06-23,4,Solid choice,56380,2084
REV-0108136,2018-07-05,5,Very satisfied,13581,1124
REV-0108137,2018-07-10,5,Highly recommend,9501,939
REV-0108138,2018-07-26,3,Mixed feelings,10018,2045
REV-0108139,2018-07-06,1,Very disappointed,6726,1186
REV-0108140,2018-07-18,3,Mixed feelings,8065,1995
REV-0108141,2018-07-16,5,Very satisfied,43764,240
REV-0108142,2018-07-18,5,Great quality,44436,1182
REV-0108143,2018-07-07,4,Good overall,45165,2396
REV-0108144,2018-07-10,4,Good overall,45229,2332
REV-0108147,2018-07-04,2,Below expectations,38439,496
REV-0108149,2018-07-02,5,Highly recommend,54082,1129
REV-0108152,2018-06-29,5,Excellent product!,22155,504
REV-0108153,2018-07-02,4,Solid choice,22451,596
REV-0108155,2018-07-25,4,Good overall,18561,1043
REV-0108157,2018-06-28,4,Solid choice,70775,993
REV-0108158,2018-07-14,4,Works well,52598,650
REV-0108159,2018-07-16,4,Good overall,73519,2097
REV-0108160,2018-07-19,5,Excellent product!,73883,2097
REV-0108162,2018-07-01,5,Highly recommend,46041,541
REV-0108163,2018-07-13,4,Solid choice,46145,1813
REV-0108164,2018-07-25,4,Good overall,27043,1124
REV-0108165,2018-07-24,3,Average product,28242,2189
REV-0108166,2018-07-14,3,Average product,34687,1175
REV-0108168,2018-07-01,3,Average product,30337,1191
REV-0108170,2018-06-26,4,Good overall,105684,792
REV-0108171,2018-07-04,4,Works well,105685,791
REV-0108172,2018-07-16,4,Happy with purchase,105771,764
REV-0108174,2018-07-03,5,Great quality,87941,2252
REV-0108175,2018-07-16,5,Highly recommend,87939,2253
REV-0108176,2018-07-13,4,Happy with purchase,103113,2073
REV-0108177,2018-07-09,4,Good overall,105409,636
REV-0108178,2018-07-01,5,Very satisfied,103983,2394
REV-0108179,2018-07-02,5,Highly recommend,89082,2253
REV-0108181,2018-07-11,3,"Decent, nothing special",119467,515
REV-0108182,2018-07-05,3,Average product,97239,438
REV-0108183,2018-07-02,4,Good overall,86411,553
REV-0108184,2018-07-21,5,Great quality,79858,548
REV-0108185,2018-07-19,1,Would not recommend,81063,2379
REV-0108186,2018-06-24,5,Great quality,78547,496
REV-0108187,2018-07-12,4,Works well,124585,1830
REV-0108188,2018-07-03,5,Excellent product!,125461,2055
REV-0108189,2018-07-18,5,Highly recommend,127732,992
REV-0108192,2018-07-24,4,Solid choice,128621,976
REV-0108193,2018-06-27,5,Highly recommend,143883,2067
REV-0108194,2018-06-27,4,Good overall,144038,1182
REV-0108195,2018-06-26,4,Solid choice,144936,2178
REV-0108196,2018-07-23,5,Highly recommend,113306,1124
REV-0108197,2018-07-13,4,Solid choice,151750,2189
REV-0108198,2018-07-01,5,Highly recommend,152207,2331
REV-0108199,2018-07-14,3,Mixed feelings,140058,240
REV-0108201,2018-07-07,4,Solid choice,140911,1085
REV-0108202,2018-07-09,5,Highly recommend,141154,636
REV-0108203,2018-07-14,4,Works well,138200,487
REV-0108204,2018-07-11,5,Great quality,138248,1053
REV-0108205,2018-07-02,3,"Decent, nothing special",138626,939
REV-0108206,2018-07-08,4,Works well,138670,2389
REV-0108207,2018-06-30,5,Excellent product!,138891,443
REV-0108208,2018-07-14,5,Highly recommend,138915,2045
REV-0108209,2018-07-13,4,Works well,138961,2361
REV-0108210,2018-06-26,2,Below expectations,139042,1142
REV-0108211,2018-07-04,5,Great quality,141283,1172
REV-0108213,2018-07-10,5,Excellent product!,142165,662
REV-0108214,2018-06-27,4,Works well,133590,1810
REV-0108215,2018-07-14,5,Highly recommend,136076,780
REV-0108216,2018-07-06,3,Average product,136418,2212
REV-0108217,2018-07-19,3,Mixed feelings,136578,2396
REV-0108218,2018-07-01,4,Happy with purchase,146810,1826
REV-0108219,2018-07-02,3,Average product,150867,927
REV-0108222,2018-07-03,5,Great quality,153224,993
REV-0108223,2018-07-11,3,"Decent, nothing special",153838,1182
REV-0108224,2018-07-19,5,Highly recommend,147996,2207
REV-0108226,2018-07-08,5,Excellent product!,58573,577
REV-0108227,2018-07-17,4,Good overall,41777,794
REV-0108228,2018-07-16,5,Excellent product!,41773,793
REV-0108231,2018-07-12,3,Mixed feelings,7819,2388
REV-0108232,2018-07-13,4,Happy with purchase,48269,1085
REV-0108233,2018-07-05,3,"Decent, nothing special",44856,1000
REV-0108234,2018-07-05,4,Solid choice,65566,2090
REV-0108235,2018-07-17,5,Very satisfied,60845,609
REV-0108236,2018-07-15,5,Great quality,54308,1007
REV-0108237,2018-07-20,3,"Decent, nothing special",55605,426
REV-0108239,2018-06-29,2,Some issues,22451,433
REV-0108240,2018-06-26,3,Mixed feelings,18700,1905
REV-0108242,2018-07-12,2,Below expectations,71191,2054
REV-0108243,2018-07-16,2,Would not reorder,71762,605
REV-0108245,2018-07-04,4,Happy with purchase,72630,761
REV-0108246,2018-07-20,5,Very satisfied,77194,1223
REV-0108247,2018-07-04,4,Happy with purchase,45768,690
REV-0108248,2018-07-18,4,Good overall,46369,2380
REV-0108249,2018-07-22,1,Very disappointed,45238,2359
REV-0108250,2018-06-26,5,Highly recommend,29043,2394
REV-0108251,2018-07-26,5,Very satisfied,113517,1009
REV-0108252,2018-07-03,5,Great quality,35541,1881
REV-0108253,2018-07-16,5,Excellent product!,29821,674
REV-0108254,2018-07-09,4,Solid choice,30074,2332
REV-0108255,2018-07-23,5,Excellent product!,31244,423
REV-0108256,2018-06-27,3,"Decent, nothing special",31666,770
REV-0108257,2018-07-03,5,Very satisfied,85545,1086
REV-0108261,2018-07-05,4,Solid choice,103860,515
REV-0108262,2018-07-05,5,Excellent product!,156339,1000
REV-0108263,2018-07-07,5,Great quality,117640,2098
REV-0108265,2018-07-09,5,Very satisfied,118601,2385
REV-0108266,2018-07-07,4,Happy with purchase,120079,438
REV-0108267,2018-07-05,5,Very satisfied,121585,792
REV-0108268,2018-07-12,4,Happy with purchase,84071,426
REV-0108269,2018-07-09,5,Great quality,94569,981
REV-0108270,2018-07-06,5,Great quality,96099,567
REV-0108272,2018-07-08,4,Solid choice,101278,2388
REV-0108273,2018-07-26,3,Mixed feelings,97651,977
REV-0108275,2018-07-17,4,Solid choice,125794,2331
REV-0108276,2018-07-15,5,Excellent product!,127708,609
REV-0108277,2018-07-04,2,Would not reorder,127747,2073
REV-0108278,2018-07-07,4,Solid choice,107260,1009
REV-0108279,2018-07-12,3,Mixed feelings,109185,2331
REV-0108280,2018-06-27,4,Happy with purchase,109247,2199
REV-0108281,2018-07-15,4,Good overall,107408,2207
REV-0108282,2018-07-08,3,Average product,154791,2215
REV-0108284,2018-07-18,5,Highly recommend,145466,1059
REV-0108285,2018-07-16,4,Works well,138549,1253
REV-0108286,2018-07-07,5,Highly recommend,138628,674
REV-0108287,2018-06-27,5,Highly recommend,138847,702
REV-0108289,2018-07-19,5,Highly recommend,141778,2393
REV-0108290,2018-06-30,4,Happy with purchase,134369,2045
REV-0108291,2018-07-24,4,Good overall,147044,1924
REV-0108292,2018-06-30,4,Solid choice,147430,1884
REV-0108293,2018-06-29,3,"Decent, nothing special",151074,790
REV-0108296,2018-07-17,4,Works well,149140,553
REV-0108297,2018-07-19,4,Solid choice,149155,1129
REV-0108298,2018-07-20,5,Very satisfied,149613,1175
REV-0108299,2018-07-18,4,Good overall,152843,2058
REV-0108300,2018-07-16,3,Average product,57986,433
REV-0108301,2018-07-05,4,Happy with purchase,56317,1934
REV-0108302,2018-07-20,5,Great quality,57454,764
REV-0108305,2018-07-29,5,Very satisfied,10938,2064
REV-0108307,2018-07-04,4,Good overall,11844,2084
REV-0108308,2018-07-01,5,Excellent product!,15852,1845
REV-0108310,2018-06-27,1,Would not recommend,4855,625
REV-0108311,2018-07-08,2,Some issues,1231,2361
REV-0108312,2018-07-18,5,Highly recommend,5177,2116
REV-0108313,2018-06-25,4,Happy with purchase,6629,1142
REV-0108314,2018-07-15,3,Mixed feelings,6761,580
REV-0108315,2018-07-26,5,Very satisfied,48191,609
REV-0108316,2018-07-12,4,Works well,48309,2058
REV-0108317,2018-07-12,4,Works well,64153,2376
REV-0108318,2018-07-22,5,Great quality,64311,2064
REV-0108320,2018-07-02,5,Great quality,68157,1009
REV-0108321,2018-07-09,4,Happy with purchase,68179,826
REV-0108323,2018-07-26,4,Happy with purchase,49625,2359
REV-0108326,2018-07-10,5,Great quality,60620,2262
REV-0108327,2018-07-09,4,Solid choice,52280,2253
REV-0108329,2018-07-18,4,Solid choice,62872,26
REV-0108330,2018-07-19,5,Excellent product!,55263,913
REV-0108331,2018-07-15,4,Good overall,21502,1000
REV-0108332,2018-07-05,5,Great quality,23556,1907
REV-0108334,2018-07-04,5,Very satisfied,20664,2263
REV-0108335,2018-07-18,5,Very satisfied,20664,2262
REV-0108338,2018-07-23,5,Excellent product!,19554,1069
REV-0108339,2018-07-11,4,Happy with purchase,20176,1008
REV-0108342,2018-07-16,3,Average product,71981,777
REV-0108344,2018-07-06,4,Works well,69891,793
REV-0108345,2018-07-09,5,Highly recommend,69888,793
REV-0108349,2018-07-14,4,Happy with purchase,27948,2058
REV-0108350,2018-07-20,4,Happy with purchase,28276,927
REV-0108351,2018-07-17,5,Highly recommend,24027,1086
REV-0108352,2018-07-08,2,Some issues,24054,2076
REV-0108355,2018-06-29,5,Highly recommend,34962,650
REV-0108356,2018-07-20,5,Excellent product!,113502,792
REV-0108357,2018-07-02,4,Good overall,35450,487
REV-0108358,2018-07-27,2,Would not reorder,33877,2091
REV-0108359,2018-07-04,5,Very satisfied,30089,2099
REV-0108360,2018-07-13,5,Excellent product!,30213,907
REV-0108361,2018-06-26,4,Solid choice,113974,2334
REV-0108362,2018-07-12,2,Below expectations,85117,2404
REV-0108363,2018-06-24,5,Excellent product!,117286,2348
REV-0108364,2018-07-26,3,"Decent, nothing special",102725,1875
REV-0108369,2018-07-06,5,Very satisfied,117547,2055
REV-0108370,2018-07-16,2,Below expectations,118727,2218
REV-0108371,2018-07-16,4,Works well,119619,2396
REV-0108372,2018-07-19,4,Solid choice,120694,1987
REV-0108373,2018-06-24,1,Poor quality,76112,996
REV-0108374,2018-07-22,2,Would not reorder,94918,1129
REV-0108375,2018-07-10,3,Average product,95184,998
REV-0108376,2018-06-28,1,Would not recommend,95189,977
REV-0108377,2018-07-17,5,Great quality,97407,26
REV-0108378,2018-07-13,5,Excellent product!,112869,604
REV-0108381,2018-07-19,4,Solid choice,124013,862
REV-0108382,2018-07-22,4,Works well,124129,2207
REV-0108383,2018-07-12,4,Happy with purchase,122946,2365
REV-0108385,2018-07-18,2,Below expectations,128812,690
REV-0108387,2018-07-29,5,Very satisfied,154084,981
REV-0108388,2018-07-21,2,Some issues,154257,2219
REV-0108390,2018-07-28,2,Below expectations,142332,976
REV-0108391,2018-07-20,4,Good overall,142383,981
REV-0108393,2018-06-30,4,Works well,141357,2092
REV-0108394,2018-06-25,3,"Decent, nothing special",141495,839
REV-0108395,2018-07-05,4,Solid choice,139379,443
REV-0108396,2018-07-02,4,Works well,147216,342
REV-0108397,2018-07-24,5,Highly recommend,150581,2353
REV-0108398,2018-07-19,3,"Decent, nothing special",149349,778
REV-0108399,2018-07-07,2,Some issues,153723,990
REV-0108400,2018-07-11,4,Happy with purchase,148029,966
REV-0108401,2018-07-08,4,Works well,59448,438
REV-0108402,2018-07-02,5,Highly recommend,57987,1005
REV-0108404,2018-07-03,4,Good overall,11351,1826
REV-0108405,2018-07-08,4,Good overall,16613,981
REV-0108408,2018-07-04,5,Great quality,50064,956
REV-0108409,2018-07-19,5,Very satisfied,51149,1000
REV-0108411,2018-07-29,4,Solid choice,18561,1830
REV-0108413,2018-07-29,5,Very satisfied,23044,548
REV-0108416,2018-07-17,5,Great quality,77542,604
REV-0108417,2018-07-29,5,Great quality,24221,1809
REV-0108418,2018-07-14,5,Highly recommend,32189,544
REV-0108420,2018-07-31,5,Very satisfied,103019,1005
REV-0108421,2018-07-17,5,Excellent product!,121806,1837
REV-0108422,2018-07-05,2,Below expectations,109852,496
REV-0108423,2018-07-01,5,Excellent product!,83168,438
REV-0108425,2018-07-21,5,Great quality,80950,793
REV-0108426,2018-06-25,2,Below expectations,92317,977
REV-0108427,2018-07-21,5,Very satisfied,93321,907
REV-0108428,2018-07-27,4,Good overall,93799,760
REV-0108430,2018-07-09,2,Some issues,128326,423
REV-0108431,2018-07-12,5,Great quality,123415,966
REV-0108432,2018-07-29,3,Mixed feelings,129105,1000
REV-0108433,2018-07-22,5,Highly recommend,107322,1819
REV-0108436,2018-07-09,3,"Decent, nothing special",151789,487
REV-0108437,2018-07-24,3,"Decent, nothing special",140100,1819
REV-0108438,2018-07-14,5,Highly recommend,138326,993
REV-0108439,2018-06-29,5,Highly recommend,138484,993
REV-0108441,2018-07-01,5,Highly recommend,138756,1810
REV-0108442,2018-07-26,5,Great quality,152589,1853
REV-0108443,2018-07-06,5,Highly recommend,150130,782
REV-0108444,2018-07-04,4,Solid choice,65851,496
REV-0108445,2018-07-17,2,Would not reorder,73518,2199
REV-0108446,2018-07-24,5,Excellent product!,112908,2353
REV-0108447,2018-07-28,5,Very satisfied,128036,2353
REV-0108448,2018-07-22,3,Mixed feelings,146018,2381
REV-0108449,2018-07-13,3,Average product,147256,1809
REV-0108452,2018-07-26,5,Highly recommend,153819,2393
REV-0108453,2018-07-26,5,Great quality,59042,681
REV-0108454,2018-07-04,5,Great quality,59310,1182
REV-0108455,2018-07-11,4,Good overall,56239,2379
REV-0108459,2018-07-03,3,"Decent, nothing special",1919,491
REV-0108460,2018-07-26,2,Would not reorder,6460,2355
REV-0108462,2018-07-26,4,Solid choice,6915,674
REV-0108463,2018-07-15,5,Highly recommend,5413,1000
REV-0108464,2018-07-05,5,Highly recommend,5501,2060
REV-0108466,2018-07-20,4,Good overall,48665,577
REV-0108468,2018-07-21,1,Not as described,51663,650
REV-0108469,2018-07-04,5,Great quality,60907,1049
REV-0108470,2018-07-02,5,Great quality,62778,927
REV-0108473,2018-07-21,5,Excellent product!,17565,2058
REV-0108475,2018-07-10,4,Works well,17885,1390
REV-0108476,2018-07-25,5,Highly recommend,19809,690
REV-0108477,2018-07-27,3,Average product,20167,1489
REV-0108478,2018-07-30,4,Solid choice,71931,990
REV-0108480,2018-07-26,5,Excellent product!,75398,2054
REV-0108481,2018-07-09,5,Very satisfied,98674,492
REV-0108482,2018-07-20,1,Poor quality,70222,615
REV-0108484,2018-07-20,4,Solid choice,28392,438
REV-0108485,2018-07-16,4,Solid choice,28438,2224
REV-0108486,2018-07-09,4,Works well,29432,2262
REV-0108487,2018-07-01,3,"Decent, nothing special",29432,2263
REV-0108489,2018-07-07,5,Very satisfied,34663,2254
REV-0108490,2018-07-15,4,Works well,34962,487
REV-0108491,2018-06-29,4,Solid choice,113530,580
REV-0108492,2018-07-17,5,Excellent product!,34560,1212
REV-0108493,2018-07-04,4,Good overall,36446,1000
REV-0108494,2018-06-29,1,Not as described,78352,2225
REV-0108495,2018-07-05,5,Highly recommend,87973,578
REV-0108496,2018-07-02,5,Very satisfied,111950,2331
REV-0108497,2018-07-19,4,Works well,114229,764
REV-0108498,2018-07-15,5,Excellent product!,116279,1000
REV-0108501,2018-07-08,2,Below expectations,103579,487
REV-0108502,2018-07-19,3,Mixed feelings,103963,2380
REV-0108503,2018-07-27,3,"Decent, nothing special",157091,2237
REV-0108506,2018-07-09,1,Poor quality,118135,1171
REV-0108507,2018-07-06,4,Works well,118526,567
REV-0108508,2018-07-12,5,Excellent product!,118645,1813
REV-0108509,2018-07-24,4,Works well,119829,1110
REV-0108510,2018-07-04,1,Poor quality,81338,992
REV-0108511,2018-07-15,1,Would not recommend,102126,1129
REV-0108512,2018-07-25,2,Some issues,79411,982
REV-0108514,2018-07-03,1,Would not recommend,130250,1186
REV-0108515,2018-07-08,4,Solid choice,126475,491
REV-0108516,2018-07-05,2,Some issues,155648,2236
REV-0108518,2018-07-07,1,Would not recommend,142711,2045
REV-0108519,2018-07-13,2,Below expectations,143821,425
REV-0108520,2018-07-28,5,Great quality,152200,965
REV-0108521,2018-07-29,5,Excellent product!,152203,1182
REV-0108522,2018-07-28,4,Solid choice,142307,604
REV-0108523,2018-07-25,3,Average product,142367,2097
REV-0108525,2018-07-13,4,Works well,140159,2262
REV-0108526,2018-07-08,5,Excellent product!,140347,2064
REV-0108527,2018-07-31,5,Very satisfied,141179,2253
REV-0108528,2018-07-25,2,Below expectations,138692,1085
REV-0108529,2018-07-28,5,Excellent product!,141848,1253
REV-0108530,2018-07-13,5,Excellent product!,133306,819
REV-0108531,2018-07-23,5,Very satisfied,134219,2058
REV-0108533,2018-07-22,5,Highly recommend,150789,2379
REV-0108535,2018-07-16,5,Great quality,149570,2098
REV-0108537,2018-08-01,5,Highly recommend,152844,1182
REV-0108538,2018-07-07,3,Mixed feelings,147870,596
REV-0108540,2018-07-05,5,Excellent product!,56701,1000
REV-0108541,2018-07-26,4,Happy with purchase,42024,2380
REV-0108542,2018-07-15,5,Highly recommend,42203,989
REV-0108543,2018-07-16,4,Happy with purchase,11045,2054
REV-0108544,2018-07-13,5,Great quality,11531,1172
REV-0108546,2018-07-11,2,Would not reorder,13295,992
REV-0108547,2018-07-26,4,Works well,15101,977
REV-0108548,2018-07-22,4,Happy with purchase,9496,965
REV-0108549,2018-07-19,3,Average product,9737,1819
REV-0108552,2018-07-06,3,Mixed feelings,6623,2388
REV-0108553,2018-07-28,2,Below expectations,7216,636
REV-0108555,2018-07-26,3,"Decent, nothing special",65070,2086
REV-0108556,2018-07-12,5,Very satisfied,44307,438
REV-0108557,2018-07-22,3,"Decent, nothing special",65508,261
REV-0108558,2018-07-10,1,Very disappointed,65559,2218
REV-0108559,2018-07-13,5,Very satisfied,64614,2380
REV-0108560,2018-07-09,2,Some issues,50821,2004
REV-0108561,2018-07-11,5,Very satisfied,61272,615
REV-0108564,2018-07-13,4,Works well,61674,650
REV-0108565,2018-07-22,3,Average product,21033,1852
REV-0108566,2018-07-12,5,Very satisfied,22069,2061
REV-0108567,2018-07-07,4,Solid choice,22509,2331
REV-0108568,2018-07-27,5,Very satisfied,18432,2331
REV-0108569,2018-07-24,5,Very satisfied,19202,604
REV-0108570,2018-07-10,4,Good overall,19206,604
REV-0108572,2018-07-25,5,Very satisfied,72899,1104
REV-0108573,2018-07-14,4,Solid choice,73102,819
REV-0108574,2018-07-12,5,Very satisfied,75437,2368
REV-0108575,2018-07-23,5,Highly recommend,75674,1115
REV-0108576,2018-07-22,5,Excellent product!,28045,1007
REV-0108577,2018-07-21,5,Excellent product!,28500,777
REV-0108579,2018-07-05,3,Mixed feelings,26670,760
REV-0108580,2018-07-20,4,Happy with purchase,24843,791
REV-0108582,2018-07-03,4,Good overall,33543,1000
REV-0108583,2018-07-05,4,Works well,87808,781
REV-0108584,2018-07-17,5,Very satisfied,112080,1183
REV-0108585,2018-07-14,5,Highly recommend,116667,690
REV-0108586,2018-07-09,5,Great quality,103521,927
REV-0108588,2018-07-26,5,Great quality,103916,2385
REV-0108589,2018-07-26,3,Average product,88412,762
REV-0108590,2018-07-23,1,Would not recommend,157050,1053
REV-0108591,2018-08-01,5,Highly recommend,157307,793
REV-0108592,2018-07-13,5,Very satisfied,157353,1182
REV-0108593,2018-07-07,4,Good overall,117749,2332
REV-0108594,2018-07-20,2,Would not reorder,118794,2334
REV-0108595,2018-07-21,5,Very satisfied,118834,2334
REV-0108596,2018-07-03,4,Happy with purchase,121225,1129
REV-0108597,2018-07-25,5,Highly recommend,85710,1182
REV-0108598,2018-07-13,4,Works well,82787,1106
REV-0108600,2018-07-27,4,Solid choice,79603,1212
REV-0108601,2018-07-24,2,Would not reorder,97352,981
REV-0108602,2018-07-14,5,Excellent product!,94170,992
REV-0108604,2018-07-15,4,Solid choice,122763,2354
REV-0108605,2018-07-21,5,Great quality,125266,927
REV-0108606,2018-07-22,5,Highly recommend,127908,1008
REV-0108607,2018-07-28,5,Great quality,132118,2332
REV-0108609,2018-07-19,5,Very satisfied,131495,1212
REV-0108613,2018-07-20,5,Very satisfied,107005,907
REV-0108615,2018-07-22,1,Not as described,107170,1350
REV-0108618,2018-07-28,4,Happy with purchase,107300,596
REV-0108619,2018-07-26,5,Very satisfied,109164,676
REV-0108621,2018-07-27,5,Highly recommend,107922,604
REV-0108622,2018-07-20,4,Good overall,108469,808
REV-0108623,2018-08-03,5,Excellent product!,108704,1052
REV-0108624,2018-07-21,4,Happy with purchase,153959,733
REV-0108625,2018-07-09,5,Highly recommend,106680,789
REV-0108626,2018-07-21,5,Great quality,106680,790
REV-0108627,2018-07-07,4,Works well,145245,2236
REV-0108628,2018-07-21,5,Highly recommend,145280,990
REV-0108629,2018-07-26,4,Happy with purchase,142515,2332
REV-0108630,2018-07-03,4,Works well,140519,2361
REV-0108633,2018-07-27,4,Good overall,139569,1909
REV-0108634,2018-07-23,4,Good overall,132595,1271
REV-0108635,2018-07-22,3,"Decent, nothing special",134503,2197
REV-0108636,2018-07-09,4,Happy with purchase,135211,927
REV-0108637,2018-07-11,2,Some issues,136507,2197
REV-0108638,2018-07-16,1,Not as described,137109,548
REV-0108639,2018-07-17,4,Works well,146730,990
REV-0108640,2018-08-01,4,Good overall,147048,1086
REV-0108644,2018-07-27,5,Highly recommend,147684,2218
REV-0108645,2018-08-01,4,Works well,48626,3
REV-0108646,2018-07-26,1,Very disappointed,42245,577
REV-0108647,2018-07-24,5,Great quality,42366,977
REV-0108649,2018-07-13,5,Highly recommend,14723,2225
REV-0108650,2018-07-09,3,Mixed feelings,16566,487
REV-0108651,2018-07-28,5,Highly recommend,1898,577
REV-0108653,2018-07-25,5,Excellent product!,7687,2045
REV-0108654,2018-07-13,4,Works well,8374,2086
REV-0108655,2018-07-26,4,Happy with purchase,65334,170
REV-0108656,2018-07-14,5,Great quality,43930,604
REV-0108657,2018-07-14,5,Excellent product!,67770,993
REV-0108658,2018-07-11,5,Very satisfied,68092,777
REV-0108659,2018-07-26,2,Some issues,51077,605
REV-0108660,2018-07-18,5,Very satisfied,60338,1172
REV-0108661,2018-07-21,4,Happy with purchase,61241,2376
REV-0108662,2018-07-31,4,Works well,63514,2058
REV-0108663,2018-08-02,1,Poor quality,54285,2055
REV-0108664,2018-07-30,3,Mixed feelings,54305,2215
REV-0108666,2018-07-25,5,Great quality,55231,438
REV-0108667,2018-07-08,5,Excellent product!,55242,702
REV-0108668,2018-07-20,5,Very satisfied,61605,2090
REV-0108669,2018-07-10,2,Some issues,61689,2055
REV-0108670,2018-07-25,5,Very satisfied,55658,2054
REV-0108671,2018-07-07,5,Very satisfied,19973,2396
REV-0108672,2018-07-07,5,Very satisfied,73108,420
REV-0108673,2018-07-26,4,Works well,73965,966
REV-0108674,2018-07-07,5,Very satisfied,74236,426
REV-0108677,2018-07-14,3,"Decent, nothing special",75069,826
REV-0108678,2018-07-28,4,Good overall,25527,952
REV-0108681,2018-07-16,5,Highly recommend,34664,1213
REV-0108683,2018-07-30,4,Good overall,34883,1009
REV-0108684,2018-08-01,5,Highly recommend,34923,438
REV-0108685,2018-07-05,1,Would not recommend,35186,992
REV-0108686,2018-07-15,5,Excellent product!,113530,426
REV-0108687,2018-07-30,4,Solid choice,35488,927
REV-0108688,2018-07-09,4,Works well,30389,2199
REV-0108689,2018-07-27,5,Very satisfied,85103,438
REV-0108690,2018-07-14,5,Highly recommend,115897,578
REV-0108691,2018-08-02,5,Excellent product!,106097,1001
REV-0108692,2018-07-26,3,"Decent, nothing special",103516,981
REV-0108693,2018-07-06,5,Very satisfied,105398,2058
REV-0108695,2018-07-04,4,Good overall,89176,2368
REV-0108696,2018-07-30,4,Good overall,89748,596
REV-0108697,2018-07-14,5,Highly recommend,118256,115
REV-0108699,2018-08-02,4,Solid choice,46714,862
REV-0108700,2018-07-11,5,Very satisfied,110361,2396
REV-0108702,2018-07-09,4,Happy with purchase,95106,2380
REV-0108704,2018-07-08,2,Below expectations,79346,1043
REV-0108705,2018-07-16,5,Excellent product!,79633,1172
REV-0108707,2018-07-13,5,Excellent product!,112694,2224
REV-0108708,2018-07-12,2,Some issues,93278,1182
REV-0108709,2018-07-29,5,Excellent product!,122606,487
REV-0108710,2018-07-20,5,Excellent product!,131465,907
REV-0108711,2018-08-01,4,Happy with purchase,126990,1142
REV-0108712,2018-07-22,5,Excellent product!,127165,1129
REV-0108713,2018-07-16,1,Not as described,107238,819
REV-0108714,2018-07-05,5,Very satisfied,107587,1830
REV-0108715,2018-07-18,4,Works well,146349,699
REV-0108716,2018-07-16,5,Excellent product!,143212,636
REV-0108718,2018-07-13,5,Great quality,152123,2384
REV-0108719,2018-08-03,5,Highly recommend,152503,761
REV-0108720,2018-07-18,2,Would not reorder,140304,2396
REV-0108721,2018-07-27,2,Below expectations,141137,487
REV-0108724,2018-07-19,4,Solid choice,137692,1916
REV-0108725,2018-07-11,5,Highly recommend,141643,2058
REV-0108726,2018-07-09,5,Great quality,132407,1053
REV-0108728,2018-07-06,4,Works well,142116,2412
REV-0108729,2018-07-24,4,Good overall,133727,1846
REV-0108730,2018-07-15,4,Happy with purchase,135010,1182
REV-0108731,2018-07-15,4,Good overall,135332,1924
REV-0108732,2018-07-24,2,Some issues,137444,2412
REV-0108733,2018-07-29,1,Would not recommend,147248,523
REV-0108736,2018-07-15,4,Good overall,152848,2379
REV-0108737,2018-07-04,3,Average product,153011,2199
REV-0108738,2018-07-13,5,Great quality,153365,981
REV-0108740,2018-07-13,3,"Decent, nothing special",57820,2412
REV-0108742,2018-07-24,5,Very satisfied,10919,952
REV-0108743,2018-07-08,4,Solid choice,12148,553
REV-0108746,2018-07-16,2,Below expectations,9772,2332
REV-0108747,2018-07-20,5,Great quality,10259,1434
REV-0108748,2018-07-13,5,Great quality,7346,249
REV-0108749,2018-07-17,4,Solid choice,48495,2045
REV-0108750,2018-07-19,4,Solid choice,67145,512
REV-0108751,2018-07-20,4,Solid choice,67617,2064
REV-0108752,2018-07-04,1,Poor quality,67887,2396
REV-0108754,2018-07-20,5,Great quality,39871,952
REV-0108755,2018-07-13,5,Highly recommend,50294,609
REV-0108756,2018-07-23,5,Highly recommend,60130,939
REV-0108757,2018-07-17,5,Great quality,60386,2359
REV-0108758,2018-07-09,2,Would not reorder,61244,2331
REV-0108760,2018-07-19,4,Solid choice,63501,1001
REV-0108761,2018-07-28,5,Great quality,53966,2099
REV-0108762,2018-07-10,4,Solid choice,54340,1124
REV-0108763,2018-07-07,5,Very satisfied,54340,1182
REV-0108764,2018-07-28,5,Very satisfied,54501,1172
REV-0108766,2018-07-18,3,Average product,61912,1129
REV-0108767,2018-07-26,4,Happy with purchase,21389,2394
REV-0108768,2018-07-08,4,Happy with purchase,21502,2097
REV-0108769,2018-07-10,1,Not as described,17920,415
REV-0108770,2018-07-15,4,Works well,18241,577
REV-0108771,2018-07-28,5,Great quality,18561,512
REV-0108772,2018-06-30,5,Excellent product!,71063,2054
REV-0108773,2018-07-07,4,Happy with purchase,45765,1212
REV-0108775,2018-07-22,5,Very satisfied,25582,2016
